gene
ENSG00000160972
ENSG00000138115
ENSG00000156017
ENSG00000072163
ENSG00000176142
ENSG00000101638
ENSG00000155761
ENSG00000171595
ENSG00000164654
ENSG00000135316
ENSG00000101346
ENSG00000114126
ENSG00000143319
ENSG00000175895
ENSG00000047457
ENSG00000183780
ENSG00000198721
ENSG00000204965
ENSG00000104953
ENSG00000203663
ENSG00000160932
ENSG00000124491
ENSG00000189186
ENSG00000173041
ENSG00000081014
ENSG00000136854
ENSG00000173327
ENSG00000197838
ENSG00000204592
ENSG00000069020
ENSG00000178229
ENSG00000006062
ENSG00000096433
ENSG00000225950
ENSG00000143891
ENSG00000112234
ENSG00000185775
ENSG00000126262
ENSG00000124260
ENSG00000135919
ENSG00000127399
ENSG00000162139
ENSG00000197976
ENSG00000168067
ENSG00000101188
ENSG00000124813
ENSG00000145088
ENSG00000143742
ENSG00000156467
ENSG00000146540
ENSG00000161649
ENSG00000079931
ENSG00000170703
ENSG00000155463
ENSG00000165238
ENSG00000106346
ENSG00000121766
ENSG00000125779
ENSG00000100479
ENSG00000101251
ENSG00000136813
ENSG00000180667
ENSG00000165379
ENSG00000179562
ENSG00000164022
ENSG00000086015
ENSG00000164463
ENSG00000204531
ENSG00000161847
ENSG00000163536
ENSG00000179603
ENSG00000119280
ENSG00000008441
ENSG00000166860
ENSG00000197385
ENSG00000131264
ENSG00000197233
ENSG00000104973
ENSG00000116127
ENSG00000182230
ENSG00000113140
ENSG00000185818
ENSG00000156206
ENSG00000166261
ENSG00000099812
ENSG00000113763
ENSG00000155008
ENSG00000198400
ENSG00000000457
ENSG00000016490
ENSG00000064201
ENSG00000105053
ENSG00000133069
ENSG00000184678
ENSG00000174982
ENSG00000188822
ENSG00000133020
ENSG00000115840
ENSG00000250423
ENSG00000075826
ENSG00000103494
ENSG00000175985
ENSG00000134744
ENSG00000126773
ENSG00000096088
ENSG00000164946
ENSG00000132437
ENSG00000187867
ENSG00000089094
ENSG00000165935
ENSG00000181104
ENSG00000164620
ENSG00000112299
ENSG00000117036
ENSG00000151062
ENSG00000015133
ENSG00000127530
ENSG00000196358
ENSG00000048052
ENSG00000101336
ENSG00000140199
ENSG00000136842
ENSG00000090905
ENSG00000168772
ENSG00000075856
ENSG00000204991
ENSG00000164574
ENSG00000198799
ENSG00000004961
ENSG00000101974
ENSG00000197324
ENSG00000003096
ENSG00000163959
ENSG00000038358
ENSG00000136231
ENSG00000145335
ENSG00000179021
ENSG00000138386
ENSG00000167130
ENSG00000180287
ENSG00000036565
ENSG00000108784
ENSG00000197265
ENSG00000186943
ENSG00000198901
ENSG00000204386
ENSG00000107036
ENSG00000103549
ENSG00000111785
ENSG00000116199
ENSG00000164379
ENSG00000101098
ENSG00000076662
ENSG00000171246
ENSG00000183808
ENSG00000136383
ENSG00000101670
ENSG00000188000
ENSG00000125207
ENSG00000172752
ENSG00000163001
ENSG00000064763
ENSG00000100941
ENSG00000108055
ENSG00000179593
ENSG00000179715
ENSG00000078549
ENSG00000102531
ENSG00000079950
ENSG00000142937
ENSG00000168795
ENSG00000112812
ENSG00000153820
ENSG00000119699
ENSG00000127318
ENSG00000167360
ENSG00000118197
ENSG00000169621
ENSG00000101825
ENSG00000130538
ENSG00000144028
ENSG00000182973
ENSG00000165714
ENSG00000172915
ENSG00000142065
ENSG00000203896
ENSG00000177459
ENSG00000107201
ENSG00000107593
ENSG00000166341
ENSG00000148814
ENSG00000060718
ENSG00000180424
ENSG00000171819
ENSG00000172943
ENSG00000154358
ENSG00000168348
ENSG00000198453
ENSG00000152234
ENSG00000138162
ENSG00000133639
ENSG00000109944
ENSG00000196704
ENSG00000177606
ENSG00000189001
ENSG00000104889
ENSG00000113593
ENSG00000081985
ENSG00000114023
ENSG00000131378
ENSG00000178021
ENSG00000157131
ENSG00000183671
ENSG00000115548
ENSG00000087086
ENSG00000151136
ENSG00000036828
ENSG00000140678
ENSG00000185950
ENSG00000213023
ENSG00000102683
ENSG00000150403
ENSG00000274808
ENSG00000173451
ENSG00000131864
ENSG00000094661
ENSG00000106078
ENSG00000088808
ENSG00000141449
ENSG00000074935
ENSG00000168646
ENSG00000182901
ENSG00000196730
ENSG00000111670
ENSG00000127412
ENSG00000165181
ENSG00000142875
ENSG00000145725
ENSG00000173805
ENSG00000259075
ENSG00000132622
ENSG00000170613
ENSG00000151491
ENSG00000167711
ENSG00000150768
ENSG00000096384
ENSG00000142002
ENSG00000120907
ENSG00000121900
ENSG00000197859
ENSG00000184497
ENSG00000133422
ENSG00000168566
ENSG00000171772
ENSG00000132321
ENSG00000185019
ENSG00000147059
ENSG00000106771
ENSG00000186675
ENSG00000149516
ENSG00000181450
ENSG00000053501
ENSG00000155189
ENSG00000124313
ENSG00000140279
ENSG00000167705
ENSG00000125485
ENSG00000158008
ENSG00000113595
ENSG00000198739
ENSG00000139218
ENSG00000141052
ENSG00000121931
ENSG00000196422
ENSG00000149972
ENSG00000049541
ENSG00000196455
ENSG00000142675
ENSG00000115750
ENSG00000165887
ENSG00000167232
ENSG00000125835
ENSG00000136518
ENSG00000184731
ENSG00000096654
ENSG00000172324
ENSG00000149435
ENSG00000172057
ENSG00000164880
ENSG00000158301
ENSG00000147168
ENSG00000250722
ENSG00000141431
ENSG00000253873
ENSG00000189134
ENSG00000107815
ENSG00000029534
ENSG00000133574
ENSG00000173812
ENSG00000205869
ENSG00000138459
ENSG00000103642
ENSG00000147526
ENSG00000257115
ENSG00000184361
ENSG00000185483
ENSG00000103569
ENSG00000029639
ENSG00000095203
ENSG00000157224
ENSG00000134697
ENSG00000197360
ENSG00000119401
ENSG00000173083
ENSG00000106410
ENSG00000168488
ENSG00000188596
ENSG00000006116
ENSG00000126733
ENSG00000136044
ENSG00000197841
ENSG00000120265
ENSG00000100979
ENSG00000181718
ENSG00000130558
ENSG00000123364
ENSG00000170832
ENSG00000110911
ENSG00000221826
ENSG00000163618
ENSG00000118898
ENSG00000213619
ENSG00000140519
ENSG00000024048
ENSG00000123353
ENSG00000152492
ENSG00000007541
ENSG00000168959
ENSG00000165521
ENSG00000170604
ENSG00000198570
ENSG00000170549
ENSG00000106113
ENSG00000165813
ENSG00000138483
ENSG00000166133
ENSG00000205678
ENSG00000129245
ENSG00000215568
ENSG00000135205
ENSG00000149418
ENSG00000131061
ENSG00000100344
ENSG00000108306
ENSG00000135049
ENSG00000214827
ENSG00000143127
ENSG00000125686
ENSG00000198830
ENSG00000138030
ENSG00000175018
ENSG00000120937
ENSG00000196620
ENSG00000109424
ENSG00000186088
ENSG00000198081
ENSG00000118194
ENSG00000092850
ENSG00000168610
ENSG00000177409
ENSG00000061987
ENSG00000160188
ENSG00000145604
ENSG00000145495
ENSG00000112697
ENSG00000121988
ENSG00000166200
ENSG00000172020
ENSG00000170153
ENSG00000177675
ENSG00000160460
ENSG00000138594
ENSG00000171502
ENSG00000169220
ENSG00000088367
ENSG00000108592
ENSG00000023318
ENSG00000166689
ENSG00000007168
ENSG00000148341
ENSG00000161594
ENSG00000079156
ENSG00000131183
ENSG00000099998
ENSG00000186280
ENSG00000113916
ENSG00000137507
ENSG00000046604
ENSG00000166862
ENSG00000124587
ENSG00000185052
ENSG00000134882
ENSG00000128731
ENSG00000153207
ENSG00000168010
ENSG00000197702
ENSG00000228075
ENSG00000032444
ENSG00000134193
ENSG00000163288
ENSG00000168137
ENSG00000141179
ENSG00000019549
ENSG00000235711
ENSG00000214946
ENSG00000013810
ENSG00000165300
ENSG00000269404
ENSG00000147065
ENSG00000203857
ENSG00000224659
ENSG00000163541
