gene_ens,gene_symbol,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI
ENSG00000000003,TSPAN6,0.3,0,0.3,0,0,0,0,0.753538616,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000000005,TNMD,0.125,0.125,0.125,0,0,0,0,-0.075993771,-0.164252879,0,-0.445921308,0.5,-0.461490867
ENSG00000000419,DPM1,0,0,0.666666667,0,0,0,0,0.505059558,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000000457,SCYL3,0.126984127,0,0.412698413,0,0,0,0,0.299959543,-0.164252879,0,0.526976258,0.764705882,-0.461490867
ENSG00000000460,C1orf112,0.058823529,0.035294118,0.129411765,0,0.188235294,0,0,0.883978926,-0.164252879,0,0.332396745,0.6875,-0.461490867
ENSG00000000938,FGR,0,0.131578947,0.631578947,0,0,0,0,-0.209905364,-0.164252879,0,0.137817232,1,0.597746432
ENSG00000000971,CFH,0.032258065,0.064516129,0.419354839,0,0,0,0,-1.389315223,-0.164252879,0,0.721555771,0.928571429,0.068127782
ENSG00000001036,FUCA2,0.011764706,0,0.035294118,0.023529412,0,0,0,0.701631158,-0.164252879,0,-0.056762281,0.75,-0.461490867
ENSG00000001084,GCLC,0.081395349,0,0.279069767,0,0,0,0,-0.396579338,-0.164252879,0,0.526976258,0.774193548,-0.461490867
ENSG00000001167,NFYA,0.25,0,0.25,0,0,0,0,0.420871915,-0.164252879,0,-0.640500821,0.5,1.65698373
ENSG00000001460,STPG1,0.45,0,0.25,0,0.1,0,0,0.445104141,-0.164252879,0,-0.640500821,0.357142857,0.068127782
ENSG00000001461,NIPAL3,0.380952381,0,0.285714286,0,0.19047619,0,0,0.208535182,-0.164252879,0,-0.251341795,0.428571429,-0.461490867
ENSG00000001497,LAS1L,0,0,0.833333333,0,0,0,0,0.490264927,-0.164252879,0,0.332396745,1,0.068127782
ENSG00000001561,ENPP4,0,0,1,0,0,0,0,-0.466073581,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000001617,SEMA3F,0.113636364,0.068181818,0.386363636,0,0,0,0,0.9787778,-0.164252879,0,0.137817232,0.772727273,-0.461490867
ENSG00000001626,CFTR,0.113636364,0.045454545,0.545454545,0,0,0,0,0.06077147,-0.164252879,0,1.694453337,0.827586207,1.65698373
ENSG00000001629,ANKIB1,0.02,0.06,0.22,0,0,0,0,0.412898814,-0.164252879,0,0.916135284,0.916666667,-0.461490867
ENSG00000001630,CYP51A1,0,0,0.285714286,0,0,0,0,0.128820643,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000001631,KRIT1,0.127819549,0.045112782,0.406015038,0,0.015037594,0,0,0.201476668,-0.164252879,0,0.721555771,0.76056338,0.068127782
ENSG00000002016,RAD52,0,0,0.111111111,0,0,0,0,0.297091847,-0.164252879,0,-0.056762281,1,0.597746432
ENSG00000002330,BAD,0,0,0,0,0,0,0,0.485661924,8.063737316,0,-0.835080334,0,-0.461490867
ENSG00000002549,LAP3,0.105263158,0,0.263157895,0,0,0,0,0.148648668,-0.164252879,0,-0.251341795,0.714285714,-0.461490867
ENSG00000002586,CD99,0,0,0.222222222,0,0,0,0,-0.133649849,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000002587,HS3ST1,0.166666667,0,0.166666667,0,0,0,0,-0.768610718,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000002726,AOC1,0.069444444,0.083333333,0.472222222,0,0,0,0.013888889,0.297990111,-0.164252879,0,0.526976258,0.871794872,-0.461490867
ENSG00000002745,WNT16,0,0.166666667,0.833333333,0,0,0,0,0.122812223,-0.164252879,0,0.332396745,1,-0.461490867
ENSG00000002746,HECW1,0.138888889,0,0.388888889,0,0,0,0,0.092888926,-0.164252879,0,1.694453337,0.736842105,-0.461490867
ENSG00000002822,MAD1L1,0.269230769,0,0.346153846,0,0,0,0,0.577002522,3.949742219,0,-0.445921308,0.5625,1.127365081
ENSG00000002834,LASP1,0.081632653,0.081632653,0.142857143,0,0.040816327,0,0,0.936160743,-0.164252879,0,-0.251341795,0.636363636,0.068127782
ENSG00000002919,SNX11,0,0,0.538461538,0,0,0,0,0.361052345,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000003096,KLHL13,0.303030303,0,0.454545455,0,0,0,0,-1.080137865,-0.164252879,0,-0.251341795,0.6,1.65698373
ENSG00000003137,CYP26B1,0.085714286,0,0.485714286,0,0,0,0,0.037504714,-0.164252879,0,0.137817232,0.85,-0.461490867
ENSG00000003147,ICA1,0,0.097560976,0.414634146,0,0,0,0,0.481195983,-0.164252879,0,0.137817232,1,-0.461490867
ENSG00000003249,DBNDD1,0,0,0.214285714,0,0,0,0,1.195095561,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000003393,ALS2,0.142857143,0,0.2,0,0,0,0,0.132623434,-0.164252879,0,-0.251341795,0.583333333,-0.461490867
ENSG00000003400,CASP10,0.166666667,0,0.066666667,0,0,0,0,0.168021338,-0.164252879,0,-0.640500821,0.285714286,0.597746432
ENSG00000003402,CFLAR,0.029166667,0,0.125,0,0.008333333,0,0,-0.168651912,-0.164252879,0,-0.251341795,0.810810811,1.65698373
ENSG00000003509,NDUFAF7,0,0,0.194805195,0,0,0,0,0.340620941,-0.164252879,0,0.137817232,1,-0.461490867
ENSG00000003756,RBM5,0.006711409,0.020134228,0.026845638,0.006711409,0.033557047,0,0.006711409,0.001674049,-0.164252879,0,0.332396745,0.8,1.127365081
ENSG00000003987,MTMR7,0,0,0.171428571,0,0,0,0,-0.020723767,-0.164252879,0,0.137817232,1,0.597746432
ENSG00000003989,SLC7A2,0.2,0.2,0.52,0,0,0,0,-0.576879285,-0.164252879,0,-0.056762281,0.722222222,-0.461490867
ENSG00000004059,ARF5,0,0,0.076923077,0,0.038461538,0,0,0.738957369,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000004139,SARM1,0.130434783,0.043478261,0.043478261,0,0,0,0,-0.128834995,-0.164252879,0,-0.640500821,0.25,0.068127782
ENSG00000004142,POLDIP2,0,0,0.117647059,0,0.117647059,0,0,0.593512054,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000004399,PLXND1,0.074626866,0.007462687,0.156716418,0,0.029850746,0,0,-0.054498041,-0.164252879,0,1.110714797,0.677419355,1.127365081
ENSG00000004455,AK2,0.238095238,0.031746032,0.158730159,0,0,0,0,0.625755319,-0.164252879,0,-0.251341795,0.4,-0.461490867
ENSG00000004468,CD38,0.142857143,0,0.142857143,0,0,0,0,0.183261177,-0.164252879,0,-0.640500821,0.5,0.068127782
ENSG00000004478,FKBP4,0,0,0.089285714,0,0,0,0,0.737651518,-0.164252879,0,-0.445921308,1,1.127365081
ENSG00000004487,KDM1A,0.169014085,0.028169014,0.225352113,0,0,0,0,0.933038427,-0.164252879,0,0.526976258,0.571428571,2.186602379
ENSG00000004534,RBM6,0.0625,0,0.261363636,0,0.073863636,0,0,0.207374632,-0.164252879,0,1.305294311,0.807017544,-0.461490867
ENSG00000004660,CAMKK1,0.3,0,0.3,0,0,0,0,-0.571873844,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000004700,RECQL,0,0,0.214285714,0,0,0,0,0.161727044,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000004766,CCDC132,0,0.038961039,0.337662338,0,0.038961039,0,0,0.175111196,-0.164252879,0,1.305294311,1,0.068127782
ENSG00000004777,ARHGAP33,0.079365079,0.015873016,0.17989418,0,0,0,0,0.517923351,-0.164252879,0,0.721555771,0.693877551,-0.461490867
ENSG00000004779,NDUFAB1,0.35,0,0.3,0,0,0,0,0.41672112,-0.164252879,0,-0.445921308,0.461538462,-0.461490867
ENSG00000004799,PDK4,0,0,0.166666667,0,0,0,0,-3.552128727,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000004809,SLC22A16,0.131578947,0,0.578947368,0,0,0,0,0.024553171,-0.164252879,0,-0.056762281,0.814814815,-0.461490867
ENSG00000004838,ZMYND10,0.047058824,0,0.035294118,0,0.047058824,0,0,0.186392964,-0.164252879,0,-0.445921308,0.428571429,0.597746432
ENSG00000004846,ABCB5,0.047058824,0.011764706,0.552941176,0,0,0,0,-0.194348518,-0.164252879,0,2.47277139,0.921568627,-0.461490867
ENSG00000004848,ARX,0.5,0,0.5,0,0,0,0,0.130618954,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000004864,SLC25A13,0,0,0.392857143,0.071428571,0.071428571,0,0,0.754581861,-0.164252879,0,0.526976258,1,-0.461490867
ENSG00000004866,ST7,0.218390805,0,0.316091954,0,0.017241379,0,0.028735632,0.161491712,-0.164252879,0,0.332396745,0.591397849,-0.461490867
ENSG00000004897,CDC27,0.021276596,0,0.404255319,0,0,0,0,0.311470118,3.949742219,0,-0.056762281,0.95,1.65698373
ENSG00000004939,SLC4A1,0.1,0,0.2,0,0,0,0,-0.000537087,-0.164252879,0,-0.251341795,0.666666667,0.068127782
ENSG00000004948,CALCR,0.102564103,0,0.41025641,0,0.038461538,0,0,0.036918258,-0.164252879,0,0.332396745,0.8,-0.461490867
ENSG00000004961,HCCS,0,0,0.5,0,0,0,0,0.127234956,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000004975,DVL2,0.013157895,0,0.078947368,0,0,0,0,0.212253614,-0.164252879,0,0.332396745,0.857142857,0.597746432
ENSG00000005007,UPF1,0.109756098,0.012195122,0.097560976,0.012195122,0,0,0,0.413185226,-0.164252879,0,1.110714797,0.470588235,4.305076977
ENSG00000005020,SKAP2,0.333333333,0,0.166666667,0,0,0,0,-0.352533638,-0.164252879,0,-0.640500821,0.333333333,0.068127782
ENSG00000005022,SLC25A5,0,0,0.125,0,0,0,0,0.279925726,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000005059,CCDC109B,0,0,0,0,0,0,0,0.480068968,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000005073,HOXA11,0,0,0.106666667,0,0,0,0,-0.357127085,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000005100,DHX33,0.2,0.075,0.15,0,0.025,0,0,0.499355823,-0.164252879,0,-0.056762281,0.428571429,0.597746432
ENSG00000005102,MEOX1,0.25,0,0.5,0,0,0,0,-1.390341958,-0.164252879,0,-0.445921308,0.666666667,0.068127782
ENSG00000005108,THSD7A,0.117647059,0,0.352941176,0.039215686,0,0,0,-0.399828965,-0.164252879,0,1.110714797,0.75,-0.461490867
ENSG00000005156,LIG3,0.073529412,0,0.191176471,0,0,0,0,0.240258125,-0.164252879,0,-0.056762281,0.722222222,0.068127782
ENSG00000005175,RPAP3,0,0,0.3125,0,0,0,0,0.34149233,-0.164252879,0,-0.445921308,1,1.65698373
ENSG00000005187,ACSM3,0.090909091,0,0.166666667,0,0,0,0,-0.020086099,-0.164252879,0,-0.056762281,0.647058824,-0.461490867
ENSG00000005194,CIAPIN1,0.097222222,0,0.416666667,0,0.013888889,0,0,0.659847759,-0.164252879,0,-0.056762281,0.810810811,-0.461490867
ENSG00000005206,SPPL2B,0.071428571,0.071428571,0,0,0.071428571,0,0,0.785535715,-0.164252879,0,-0.445921308,0,-0.461490867
ENSG00000005243,COPZ2,0,0,0.210526316,0,0,0,0,-0.970143857,-0.164252879,0,-0.640500821,1,0.068127782
ENSG00000005249,PRKAR2B,0,0,0.625,0,0,0,0,-1.661097855,-0.164252879,0,0.137817232,1,2.186602379
ENSG00000005302,MSL3,0.063157895,0,0.315789474,0,0.031578947,0,0,0.379697525,-0.164252879,0,0.137817232,0.833333333,0.068127782
ENSG00000005339,CREBBP,0.048951049,0.160839161,0.188811189,0.031468531,0,0.006993007,0,-0.24097889,8.063737316,0,6.948100192,0.794117647,11.19011942
ENSG00000005379,BZRAP1,0.126760563,0,0.14084507,0,0.042253521,0,0,-0.466383096,-0.164252879,0,1.110714797,0.526315789,-0.461490867
ENSG00000005381,MPO,0.103448276,0,0.034482759,0,0.034482759,0,0,-0.054391928,-0.164252879,0,-0.445921308,0.25,-0.461490867
ENSG00000005421,PON1,0,0.148148148,0.148148148,0,0,0,0,0.04482941,-0.164252879,0,0.332396745,1,-0.461490867
ENSG00000005436,GCFC2,0.042735043,0.042735043,0.128205128,0.017094017,0.145299145,0,0,0.171897664,-0.164252879,0,1.110714797,0.75,0.068127782
ENSG00000005448,WDR54,0.071428571,0,0,0,0,0,0,0.987479306,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000005469,CROT,0.162162162,0,0.351351351,0,0,0,0,-0.109885094,-0.164252879,0,-0.056762281,0.684210526,-0.461490867
ENSG00000005471,ABCB4,0.063492063,0.031746032,0.476190476,0,0.015873016,0,0,-0.247045124,-0.164252879,0,0.721555771,0.882352941,-0.461490867
ENSG00000005483,KMT2E,0.051948052,0.038961039,0.277056277,0,0.043290043,0,0,-0.332785742,-0.164252879,0,2.667350903,0.842105263,0.068127782
ENSG00000005486,RHBDD2,0,0,0,0,0,0.2,0,0.529380673,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000005513,SOX8,0.066666667,0,0.033333333,0,0,0,0,-0.2354301,-0.164252879,0,-0.640500821,0.333333333,-0.461490867
ENSG00000005700,IBTK,0.128440367,0.04587156,0.302752294,0,0,0,0,-0.22304437,-0.164252879,0,0.916135284,0.70212766,-0.461490867
ENSG00000005801,ZNF195,0.15,0,0.14,0,0,0,0,0.661553268,-0.164252879,0,-0.445921308,0.482758621,-0.461490867
ENSG00000005810,MYCBP2,0.155339806,0.009708738,0.32038835,0,0.024271845,0,0,-0.447586971,-0.164252879,0,4.223987008,0.673469388,-0.461490867
ENSG00000005812,FBXL3,0.117647059,0.117647059,0.176470588,0,0,0,0,-0.313583272,-0.164252879,0,-0.445921308,0.6,0.068127782
ENSG00000005844,ITGAL,0.055837563,0.035532995,0.121827411,0,0.045685279,0,0.005076142,-0.476855756,-0.164252879,0,1.694453337,0.685714286,0.068127782
ENSG00000005882,PDK2,0.173913043,0,0.173913043,0,0,0,0,-0.472060148,-0.164252879,0,-0.445921308,0.5,-0.461490867
ENSG00000005884,ITGA3,0.042253521,0,0.14084507,0,0.042253521,0,0,0.928586926,-0.164252879,0,0.332396745,0.769230769,0.068127782
ENSG00000005889,ZFX,0.161290323,0,0.483870968,0,0,0,0,-0.295958213,-0.164252879,0,-0.445921308,0.75,-0.461490867
ENSG00000005893,LAMP2,0.214285714,0,0.571428571,0,0,0,0,0.224411468,-0.164252879,0,-0.445921308,0.727272727,-0.461490867
ENSG00000005961,ITGA2B,0.022222222,0,0.122222222,0,0,0,0,0.159465001,-0.164252879,0,0.721555771,0.846153846,1.127365081
ENSG00000005981,ASB4,0.125,0,0.6875,0,0,0,0,-0.036874663,-0.164252879,0,0.332396745,0.846153846,-0.461490867
ENSG00000006007,GDE1,0.214285714,0,0.428571429,0,0,0,0,0.096121512,-0.164252879,0,-0.445921308,0.666666667,-0.461490867
ENSG00000006015,C19orf60,0,0,0,0,0,0,0,0.799548632,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000006016,CRLF1,0.017857143,0,0.107142857,0,0.035714286,0,0,-0.462596463,-0.164252879,0,-0.251341795,0.857142857,-0.461490867
ENSG00000006025,OSBPL7,0.076923077,0.115384615,0.115384615,0,0,0,0,0.396693882,-0.164252879,0,0.137817232,0.6,-0.461490867
ENSG00000006042,TMEM98,0,0,0.666666667,0,0,0,0,-0.379628777,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000006047,YBX2,0.083333333,0,0.041666667,0,0,0,0,-0.04031221,-0.164252879,0,-0.640500821,0.333333333,-0.461490867
ENSG00000006059,KRT33A,0,0,1,0,0,0,0,0.219227378,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000006062,MAP3K14,0.054054054,0,0.216216216,0,0,0,0,-0.563452014,3.949742219,0,-0.056762281,0.8,0.597746432
ENSG00000006071,ABCC8,0.06779661,0.025423729,0.194915254,0.016949153,0,0,0,-0.155915228,-0.164252879,0,1.110714797,0.741935484,-0.461490867
ENSG00000006116,CACNG3,0.2,0.2,0.6,0,0,0,0,0.004478566,3.949742219,0,-0.056762281,0.75,-0.461490867
ENSG00000006118,TMEM132A,0.011173184,0.011173184,0.100558659,0,0.011173184,0,0,2.032162975,-0.164252879,0,0.916135284,0.9,-0.461490867
ENSG00000006125,AP2B1,0,0,0.706521739,0,0,0,0,0.162914247,-0.164252879,0,0.721555771,1,2.186602379
ENSG00000006128,TAC1,0.3,0,0.3,0,0,0,0,-0.607723673,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000006194,ZNF263,0.086021505,0.010752688,0.182795699,0,0,0,0,-0.023293393,-0.164252879,0,1.110714797,0.68,-0.461490867
ENSG00000006210,CX3CL1,0.136363636,0,0.568181818,0.068181818,0,0,0,-1.741888445,-0.164252879,0,0.721555771,0.806451613,0.068127782
ENSG00000006282,SPATA20,0.071111111,0,0.053333333,0,0,0,0,0.082243459,-0.164252879,0,-0.251341795,0.428571429,-0.461490867
ENSG00000006283,CACNA1G,0.150154799,0,0.521671827,0,0,0,0,-0.002314419,3.949742219,0,1.88903285,0.776497696,-0.461490867
ENSG00000006377,DLX6,0,0,0.181818182,0,0,0,0,0.577889778,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000006432,MAP3K9,0.226666667,0.08,0.6,0,0,0,0,0.462131483,-0.164252879,0,0.916135284,0.725806452,-0.461490867
ENSG00000006453,BAIAP2L1,0.090909091,0,0.136363636,0,0,0,0,1.182230393,-0.164252879,0,-0.251341795,0.6,0.068127782
ENSG00000006459,KDM7A,0.076923077,0,0.692307692,0,0,0,0,-0.266770513,-0.164252879,0,0.332396745,0.9,-0.461490867
ENSG00000006468,ETV1,0.247191011,0,0.348314607,0,0,0,0,-0.138150496,-0.164252879,0,0.526976258,0.58490566,-0.461490867
ENSG00000006530,AGK,0,0,0,0,0,0,0,0.429264786,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000006534,ALDH3B1,0,0,0.348837209,0,0.162790698,0,0,-0.28624441,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000006555,TTC22,0.571428571,0,0.285714286,0,0,0,0,0.61740491,-0.164252879,0,-0.640500821,0.333333333,-0.461490867
ENSG00000006576,PHTF2,0.26,0.16,0.16,0,0,0,0,0.11265236,-0.164252879,0,-0.445921308,0.380952381,0.068127782
ENSG00000006606,CCL26,0,0,1,0,0,0,0,-0.193255393,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000006607,FARP2,0.035714286,0,0.151785714,0,0,0,0,-0.097357931,3.949742219,0,0.526976258,0.80952381,-0.461490867
ENSG00000006611,USH1C,0.083333333,0.083333333,0.25,0,0,0,0,-0.1325878,-0.164252879,0,0.916135284,0.75,1.127365081
ENSG00000006625,GGCT,0.259259259,0,0,0,0,0,0,1.291965467,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000006634,DBF4,0.03030303,0,0.181818182,0.015151515,0,0,0,0.951435346,3.949742219,0,0.916135284,0.857142857,1.127365081
ENSG00000006638,TBXA2R,0.75,0,0,0,0,0,0,-0.212169228,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000006652,IFRD1,0,0.166666667,0.333333333,0,0,0,0,0.023113582,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000006659,LGALS14,0.5,0,0.5,0,0,0,0,0.027892987,-0.164252879,0,-0.640500821,0.5,1.65698373
ENSG00000006695,COX10,0.045454545,0,0.409090909,0,0,0,0,0.054642322,-0.164252879,0,-0.056762281,0.9,-0.461490867
ENSG00000006704,GTF2IRD1,0.275362319,0,0.492753623,0,0,0,0,0.565954095,-0.164252879,0,0.526976258,0.641509434,-0.461490867
ENSG00000006712,PAF1,0.008264463,0,0.107438017,0,0,0.016528926,0,-0.019213515,-0.164252879,0,-0.056762281,0.928571429,0.597746432
ENSG00000006715,VPS41,0.048780488,0.268292683,0.341463415,0,0.048780488,0,0,0.071160983,-0.164252879,0,0.332396745,0.875,1.127365081
ENSG00000006740,ARHGAP44,0.102040816,0.081632653,0.285714286,0.081632653,0,0,0,-0.206005644,-0.164252879,0,0.137817232,0.736842105,0.068127782
ENSG00000006744,ELAC2,0,0,0.164179104,0,0,0,0,0.172479238,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000006747,SCIN,0.214285714,0,0.214285714,0,0,0,0,-0.08607728,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000006756,ARSD,0.042553191,0,0.14893617,0,0,0,0,0.005896686,-0.164252879,0,-0.056762281,0.777777778,-0.461490867
ENSG00000006757,PNPLA4,1,0,0,0,0,0,0,0.012334045,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000006788,MYH13,0.206896552,0.068965517,0.448275862,0,0,0,0,-0.000952034,-0.164252879,0,1.88903285,0.684210526,-0.461490867
ENSG00000006831,ADIPOR2,0.181818182,0,0.090909091,0,0,0,0,0.329310742,-0.164252879,0,-0.640500821,0.333333333,-0.461490867
ENSG00000006837,CDKL3,0,0,0.285714286,0,0,0,0,0.055370582,-0.164252879,0,-0.445921308,1,0.068127782
ENSG00000007001,UPP2,0.095238095,0,0.285714286,0,0,0,0,-0.001092379,-0.164252879,0,-0.445921308,0.75,-0.461490867
ENSG00000007038,PRSS21,0.159090909,0.068181818,0.090909091,0,0,0,0,0.177071794,-0.164252879,0,-0.445921308,0.363636364,0.068127782
ENSG00000007047,MARK4,0.169811321,0.037735849,0.132075472,0,0.094339623,0,0,0.077412218,-0.164252879,0,-0.056762281,0.4375,0.597746432
ENSG00000007062,PROM1,0.196721311,0,0.442622951,0,0,0,0,-0.394599403,-0.164252879,0,-0.056762281,0.692307692,0.068127782
ENSG00000007080,CCDC124,0,0,0,0,0,0,0,0.565990861,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000007129,CEACAM21,0,0,0.361111111,0,0,0,0,-0.012826086,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000007168,PAFAH1B1,0.023255814,0,0.093023256,0,0.069767442,0,0,-0.421329505,-0.164252879,0,-0.251341795,0.8,1.65698373
ENSG00000007171,NOS2,0.148148148,0,0.592592593,0.074074074,0.111111111,0,0,-0.038519635,-0.164252879,0,1.305294311,0.8,0.068127782
ENSG00000007174,DNAH9,0.130434783,0,0.547826087,0.017391304,0,0,0,-0.017112149,-0.164252879,0,4.418566521,0.807692308,-0.461490867
ENSG00000007202,KIAA0100,0.045070423,0.011267606,0.121126761,0.008450704,0.01971831,0,0,0.082785643,-0.164252879,0,2.083612363,0.728813559,-0.461490867
ENSG00000007216,SLC13A2,0.15625,0,0.09375,0,0.109375,0,0,0.048041992,-0.164252879,0,-0.251341795,0.375,-0.461490867
ENSG00000007237,GAS7,0,0,0.509433962,0,0,0,0,-1.510511688,-0.164252879,0,0.137817232,1,0.068127782
ENSG00000007255,TRAPPC6A,0.181818182,0,0.181818182,0,0,0,0,0.336688429,-0.164252879,0,-0.640500821,0.5,0.597746432
ENSG00000007264,MATK,0.265625,0,0.296875,0,0,0,0,-0.107440696,-0.164252879,0,-0.251341795,0.527777778,2.186602379
ENSG00000007306,CEACAM7,0.12,0,0.4,0,0,0,0,-0.785956549,-0.164252879,0,-0.056762281,0.769230769,-0.461490867
ENSG00000007312,CD79B,0.25,0,0,0,0,0,0,-1.135947236,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000007314,SCN4A,0.411764706,0,0.294117647,0,0.029411765,0,0,-0.042545303,-0.164252879,0,0.137817232,0.416666667,-0.461490867
ENSG00000007341,ST7L,0,0,0.404761905,0,0,0,0,0.07371397,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000007350,TKTL1,0.086956522,0.043478261,0.217391304,0,0,0,0,0.104561983,-0.164252879,0,0.137817232,0.714285714,-0.461490867
ENSG00000007372,PAX6,0.256410256,0.128205128,0,0,0,0,0,0.114103546,-0.164252879,0,-0.640500821,0,0.068127782
ENSG00000007376,RPUSD1,0.017857143,0,0.125,0,0,0,0,0.91275816,-0.164252879,0,-0.640500821,0.875,-0.461490867
ENSG00000007384,RHBDF1,0.083333333,0,0.15,0,0,0,0,0.352444676,-0.164252879,0,-0.056762281,0.642857143,-0.461490867
ENSG00000007392,LUC7L,0.186046512,0,0.151162791,0,0,0,0,0.49515381,-0.164252879,0,-0.251341795,0.448275862,-0.461490867
ENSG00000007402,CACNA2D2,0.16,0,0.24,0,0.08,0,0,0.000995794,3.949742219,0,-0.056762281,0.6,-0.461490867
ENSG00000007516,BAIAP3,0,0,0.389473684,0,0,0,0,0.288622388,-0.164252879,0,0.332396745,1,-0.461490867
ENSG00000007520,TSR3,0.02173913,0,0.043478261,0,0,0,0,0.250053647,-0.164252879,0,-0.445921308,0.666666667,0.068127782
ENSG00000007541,PIGQ,0.145833333,0,0.09375,0,0,0,0,0.549757639,-0.164252879,0,-0.251341795,0.391304348,-0.461490867
ENSG00000007545,CRAMP1L,0.1,0,0.185714286,0,0,0,0,0.137185949,-0.164252879,0,0.332396745,0.65,-0.461490867
ENSG00000007866,TEAD3,0.227272727,0.090909091,0.318181818,0,0,0,0,-0.272678483,-0.164252879,0,0.137817232,0.583333333,0.068127782
ENSG00000007908,SELE,0.222222222,0,0.377777778,0,0,0,0,-1.772674892,-0.164252879,0,-0.056762281,0.62962963,0.597746432
ENSG00000007923,DNAJC11,0.078125,0.0078125,0.1484375,0.0078125,0.015625,0,0,0.327576905,-0.164252879,0,0.721555771,0.655172414,-0.461490867
ENSG00000007933,FMO3,0.088888889,0,0.311111111,0,0,0,0,0.158444241,-0.164252879,0,1.110714797,0.777777778,-0.461490867
ENSG00000007944,MYLIP,0.111111111,0,0.388888889,0.111111111,0,0,0,-0.183219778,-0.164252879,0,-0.056762281,0.777777778,0.068127782
ENSG00000007952,NOX1,0,0,0.833333333,0,0,0,0,0.251711398,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000007968,E2F2,0,0,0.166666667,0.166666667,0,0,0,0.920482337,3.949742219,1,-0.445921308,1,0.597746432
ENSG00000008018,PSMB1,0,0,0.1,0,0,0,0,0.386827066,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000008056,SYN1,1,0,0,0,0,0,0,0.112443518,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000008083,JARID2,0.085106383,0.021276596,0.404255319,0,0,0,0,0.49923339,-0.164252879,0,1.110714797,0.826086957,0.068127782
ENSG00000008086,CDKL5,0.588235294,0,0.411764706,0,0,0,0,0.043437685,-0.164252879,0,-0.445921308,0.411764706,0.068127782
ENSG00000008118,CAMK1G,0.214285714,0,0.428571429,0,0,0,0,-0.083535119,-0.164252879,0,-0.251341795,0.666666667,-0.461490867
ENSG00000008128,CDK11A,0.093632959,0,0.25093633,0,0.029962547,0,0,0.267800043,-0.164252879,0,0.721555771,0.72826087,0.597746432
ENSG00000008130,NADK,0.102941176,0,0.132352941,0,0.058823529,0,0,0.43148435,-0.164252879,0,-0.445921308,0.5625,-0.461490867
ENSG00000008196,TFAP2B,0.272727273,0,0.454545455,0,0,0,0,0.119044934,-0.164252879,0,-0.251341795,0.625,0.068127782
ENSG00000008197,TFAP2D,0.222222222,0,0.222222222,0,0,0,0,0.004262178,-0.164252879,0,-0.445921308,0.5,-0.461490867
ENSG00000008226,DLEC1,0.095652174,0.017391304,0.234782609,0,0,0,0,0.038661013,-0.164252879,0,2.083612363,0.710526316,0.068127782
ENSG00000008256,CYTH3,0.148148148,0,0.074074074,0,0,0,0,-0.065658383,-0.164252879,0,-0.640500821,0.333333333,0.068127782
ENSG00000008277,ADAM22,0.275229358,0,0.422018349,0.055045872,0,0,0,-0.158096648,-0.164252879,0,0.721555771,0.605263158,1.127365081
