gene_ens,gene_symbol,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI
ENSG00000102981,PARD6A,0.023316062,0.007772021,0.038860104,0,0,0,0,0.202305829,-0.164252879,0,-0.056762281,0.625,1.127365081
ENSG00000102984,ZNF821,0,0,0.5,0,0,0,0,0.227043094,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000102996,MMP15,0.125,0,0.375,0,0,0,0,0.934974697,-0.164252879,0,-0.445921308,0.75,0.068127782
ENSG00000103018,CYB5B,0.105263158,0,0.236842105,0,0.052631579,0,0,0.403468856,-0.164252879,0,-0.445921308,0.692307692,-0.461490867
ENSG00000103021,CCDC113,0.130434783,0,0.47826087,0,0,0,0,0.037650727,-0.164252879,0,-0.251341795,0.785714286,-0.461490867
ENSG00000103023,PRSS54,0.24137931,0,0.24137931,0,0,0,0,0.015886211,-0.164252879,0,-0.056762281,0.5,-0.461490867
ENSG00000103024,NME3,0,0,0.103448276,0,0,0,0,0.32391367,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000103034,NDRG4,0.223577236,0.004065041,0.191056911,0,0,0,0,0.21667345,-0.164252879,0,-0.251341795,0.460784314,-0.461490867
ENSG00000103035,PSMD7,0,0,0.071428571,0,0,0,0,0.308547175,-0.164252879,0,-0.445921308,1,1.65698373
ENSG00000103037,SETD6,0.024137931,0,0.079310345,0,0.04137931,0,0,0.400989123,-0.164252879,0,-0.056762281,0.766666667,0.068127782
ENSG00000103042,SLC38A7,0.256410256,0,0.153846154,0,0,0,0,0.976805161,-0.164252879,0,-0.640500821,0.375,-0.461490867
ENSG00000103043,VAC14,0.118644068,0.016949153,0.169491525,0,0,0,0,0.538890656,-0.164252879,0,0.526976258,0.588235294,1.127365081
ENSG00000103044,HAS3,0.12987013,0,0.272727273,0,0,0,0,0.034270504,-0.164252879,0,0.332396745,0.677419355,0.068127782
ENSG00000103047,TANGO6,0.041666667,0,0.208333333,0,0.041666667,0,0,-0.27593175,-0.164252879,0,0.332396745,0.833333333,-0.461490867
ENSG00000103051,COG4,0.168067227,0,0.176470588,0,0,0,0,0.531541809,-0.164252879,0,0.137817232,0.512195122,0.597746432
ENSG00000103056,SMPD3,0.113402062,0,0.144329897,0,0,0,0,0.086271485,-0.164252879,0,0.137817232,0.56,-0.461490867
ENSG00000103061,SLC7A6OS,0,0,0.133333333,0,0,0,0,0.256960654,-0.164252879,0,-0.445921308,1,0.068127782
ENSG00000103064,SLC7A6,0,0.038461538,0.192307692,0,0,0,0,0.370589895,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000103066,PLA2G15,0.244897959,0.081632653,0.06122449,0,0,0,0,0.998963832,-0.164252879,0,-0.445921308,0.2,0.068127782
ENSG00000103067,ESRP2,0.011764706,0.011764706,0.076470588,0.011764706,0,0,0,1.249009944,-0.164252879,0,0.526976258,0.866666667,-0.461490867
ENSG00000103089,FA2H,0.125,0,0.25,0,0,0,0,-0.509656133,-0.164252879,0,-0.640500821,0.666666667,-0.461490867
ENSG00000103091,WDR59,0.115384615,0.051282051,0.064102564,0,0,0,0,0.224668871,-0.164252879,0,-0.056762281,0.357142857,0.597746432
ENSG00000103111,MON1B,0.046153846,0,0.092307692,0.092307692,0,0,0,0.219272721,-0.164252879,0,-0.251341795,0.666666667,-0.461490867
ENSG00000103121,CMC2,0,0,0,0,0,0,0,0.345347556,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103126,AXIN1,0,0.047619048,0.19047619,0,0,0,0,0.314974385,-0.164252879,0,-0.056762281,1,3.775458327
ENSG00000103145,HCFC1R1,0,0,0.096774194,0,0,0.048387097,0,0.125979812,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000103148,NPRL3,0,0,0.289473684,0,0,0,0,0.533030918,-0.164252879,0,-0.251341795,1,0.597746432
ENSG00000103150,MLYCD,0.095238095,0,0.380952381,0,0,0,0,-0.155594826,-0.164252879,0,-0.445921308,0.8,0.068127782
ENSG00000103154,NECAB2,0.375,0,0.375,0,0,0,0,0.060425896,-0.164252879,0,-0.640500821,0.5,2.716221029
ENSG00000103160,HSDL1,0,0,0.166666667,0,0,0,0,0.222125605,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000103168,TAF1C,0.046025105,0.020920502,0.075313808,0,0,0,0,0.623454033,-0.164252879,0,-0.251341795,0.620689655,0.597746432
ENSG00000103174,NAGPA,0.067307692,0,0.115384615,0,0,0,0,0.410413445,-0.164252879,0,-0.251341795,0.631578947,-0.461490867
ENSG00000103184,SEC14L5,0.111111111,0,0.666666667,0,0,0,0,-0.082950516,-0.164252879,0,-0.056762281,0.857142857,-0.461490867
ENSG00000103187,COTL1,0,0,0.4,0,0,0,0,0.391414879,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000103194,USP10,0.031578947,0,0.178947368,0,0,0,0,0.140136062,-0.164252879,0,0.332396745,0.85,2.186602379
ENSG00000103196,CRISPLD2,0.235294118,0,0.156862745,0,0,0,0,-2.041663403,-0.164252879,0,-0.445921308,0.4,-0.461490867
ENSG00000103197,TSC2,0.194444444,0.041666667,0.142361111,0,0,0,0,-0.112519986,3.949742219,0,0.916135284,0.422680412,0.597746432
ENSG00000103199,ZNF500,0,0,0.4375,0,0,0,0,0.122557055,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103202,NME4,0,0,0,0,0,0,0,-0.278098705,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103222,ABCC1,0.25,0.041666667,0.347222222,0,0,0,0,-0.044046434,-0.164252879,0,1.110714797,0.581395349,-0.461490867
ENSG00000103226,NOMO3,0.153846154,0,0.153846154,0,0,0,0,0.105039309,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000103227,LMF1,0.088235294,0,0.088235294,0,0,0,0,-0.207357361,-0.164252879,0,-0.640500821,0.5,0.068127782
ENSG00000103241,FOXF1,0.055555556,0,0.111111111,0,0,0,0,-2.755013786,-0.164252879,0,-0.445921308,0.666666667,0.068127782
ENSG00000103245,NARFL,0.027906977,0.027906977,0.013953488,0,0,0,0,0.434646756,-0.164252879,0,-0.445921308,0.333333333,-0.461490867
ENSG00000103249,CLCN7,0.243243243,0,0.054054054,0,0.081081081,0,0,0.452184815,-0.164252879,0,-0.445921308,0.181818182,-0.461490867
ENSG00000103253,HAGHL,0.102040816,0,0,0,0,0,0,0.498061039,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103257,SLC7A5,0.111111111,0,0.555555556,0,0,0,0,0.420632029,-0.164252879,0,0.137817232,0.833333333,-0.461490867
ENSG00000103260,METRN,0.133333333,0,0,0,0,0,0,-0.211979114,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103264,FBXO31,0,0,0.333333333,0,0,0,0,-0.627347904,-0.164252879,0,-0.445921308,1,0.068127782
ENSG00000103266,STUB1,0.052631579,0,0.065789474,0,0,0,0,-0.050824419,-0.164252879,0,-0.445921308,0.555555556,3.775458327
ENSG00000103269,RHBDL1,0,0,0.028301887,0,0.037735849,0,0,0.445727401,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103274,NUBP1,0,0,0,0,1,0,0,-0.051108187,-0.164252879,0,-0.640500821,0,-0.461490867
ENSG00000103275,UBE2I,0,0,0.4375,0,0,0,0,0.157621563,-0.164252879,0,-0.640500821,1,5.893932925
ENSG00000103310,ZP2,0.105263158,0.105263158,0.157894737,0,0,0,0,0.000935131,-0.164252879,0,0.137817232,0.6,0.068127782
ENSG00000103313,MEFV,0.160493827,0.00617284,0.308641975,0,0,0.086419753,0,0.04055203,-0.164252879,0,0.526976258,0.657894737,0.597746432
ENSG00000103316,CRYM,0,0,0.466666667,0,0.066666667,0,0,-1.572418516,-0.164252879,0,-0.251341795,1,0.068127782
ENSG00000103319,EEF2K,0,0,0.8125,0,0,0,0,-0.514434946,-0.164252879,0,0.916135284,1,-0.461490867
ENSG00000103326,CAPN15,0.125,0,0.125,0,0,0.0625,0,0.673918488,-0.164252879,0,-0.445921308,0.5,-0.461490867
ENSG00000103342,GSPT1,0,0,0.294117647,0,0,0,0,-0.090758908,-0.164252879,0,-0.640500821,1,0.068127782
ENSG00000103343,ZNF174,0.052083333,0,0.166666667,0,0,0,0,0.071568884,-0.164252879,0,-0.056762281,0.761904762,-0.461490867
ENSG00000103351,CLUAP1,0.088235294,0.073529412,0.264705882,0,0,0,0,-0.481922606,-0.164252879,0,-0.056762281,0.75,0.597746432
ENSG00000103353,UBFD1,0,0,0.178571429,0,0,0,0,0.435614254,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103355,PRSS33,0.5,0,0.5,0,0,0,0,0.095258841,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000103356,EARS2,0,0,0.379310345,0,0,0,0,0.535038925,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103363,TCEB2,0,0,0.05,0,0,0,0,0.505049286,-0.164252879,0,-0.640500821,1,4.305076977
ENSG00000103365,GGA2,0,0,0.194444444,0,0,0,0,0.077061131,-0.164252879,0,0.137817232,1,1.65698373
ENSG00000103375,AQP8,0,0.5,0.5,0,0,0,0,0.008817757,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103381,CPPED1,0.666666667,0,0,0,0,0,0,-0.283570022,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103404,USP31,0.115384615,0,0.576923077,0,0,0,0,0.330804826,-0.164252879,0,0.721555771,0.833333333,-0.461490867
ENSG00000103415,HMOX2,0.12987013,0.207792208,0,0,0,0,0,0.316540404,-0.164252879,0,-0.640500821,0,0.068127782
ENSG00000103423,DNAJA3,0,0,0.35483871,0,0.064516129,0,0,0.38516607,-0.164252879,0,-0.251341795,1,0.597746432
ENSG00000103426,CORO7-PAM16,0,0,0.238095238,0,0.222222222,0,0,-0.007085379,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000103429,BFAR,0.044776119,0.089552239,0.253731343,0.044776119,0,0,0,0.352874287,-0.164252879,0,0.332396745,0.85,-0.461490867
ENSG00000103449,SALL1,0.125,0,0.455357143,0,0,0,0,-0.380189203,-0.164252879,0,2.667350903,0.784615385,-0.461490867
ENSG00000103460,TOX3,0.071428571,0,0.392857143,0.071428571,0,0,0,0.689081513,-0.164252879,0,0.332396745,0.846153846,-0.461490867
ENSG00000103479,RBL2,0.030927835,0.030927835,0.144329897,0.06185567,0.030927835,0,0,-0.429443449,3.949742219,0,1.110714797,0.823529412,1.65698373
ENSG00000103485,QPRT,0,0,0.4,0,0,0,0,0.215727419,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000103489,XYLT1,0.357142857,0,0.357142857,0,0,0,0,-0.404381246,-0.164252879,0,0.137817232,0.5,-0.461490867
ENSG00000103490,PYCARD,0,0.136363636,0.090909091,0,0,0,0,1.056069945,-0.164252879,0,-0.445921308,1,2.716221029
ENSG00000103494,RPGRIP1L,0.034965035,0.048951049,0.713286713,0,0.041958042,0,0,0.222175751,-0.164252879,0,1.88903285,0.953271028,0.597746432
ENSG00000103495,MAZ,0.082018927,0.018927445,0.041009464,0,0,0,0,0.708363856,-0.164252879,0,0.332396745,0.333333333,0.068127782
ENSG00000103496,STX4,0.050505051,0.02020202,0.080808081,0,0,0,0,0.318086893,-0.164252879,0,0.137817232,0.615384615,-0.461490867
ENSG00000103502,CDIPT,0,0,0.134615385,0,0,0,0,0.201350139,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103507,BCKDK,0.166666667,0,0,0,0,0,0,0.375359589,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103510,KAT8,0.055555556,0,0.25,0,0,0,0,0.137668665,-0.164252879,0,0.332396745,0.818181818,2.186602379
ENSG00000103512,NOMO1,0.081395349,0,0.290697674,0,0.034883721,0,0,0.489782238,-0.164252879,0,0.916135284,0.78125,-0.461490867
ENSG00000103522,IL21R,0,0.0625,0.375,0,0,0,0,0.069860615,-0.164252879,0,0.526976258,1,-0.461490867
ENSG00000103528,SYT17,0.411764706,0.147058824,0.029411765,0,0,0,0,0.460220169,-0.164252879,0,-0.445921308,0.066666667,-0.461490867
ENSG00000103534,TMC5,0.067307692,0.125,0.557692308,0,0,0,0,0.385982902,-0.164252879,0,1.305294311,0.892307692,-0.461490867
ENSG00000103540,CCP110,0.092307692,0.046153846,0.2,0.046153846,0,0,0,0.098553257,-0.164252879,0,0.137817232,0.684210526,2.186602379
ENSG00000103544,C16orf62,0.182608696,0.052173913,0.339130435,0,0,0,0.008695652,-0.248938294,-0.164252879,0,0.526976258,0.65,-0.461490867
ENSG00000103546,SLC6A2,0.16,0,0.48,0,0.14,0,0,0.193206053,-0.164252879,0,-0.251341795,0.75,-0.461490867
ENSG00000103549,RNF40,0.083700441,0.013215859,0.110132159,0,0,0,0,0.24778979,-0.164252879,0,0.526976258,0.568181818,1.127365081
ENSG00000103550,KNOP1,0,0,0.090909091,0,0,0,0,0.820639458,-0.164252879,0,0.137817232,1,-0.461490867
ENSG00000103569,AQP9,0,0,0.3,0,0,0,0,0.448692202,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000103591,AAGAB,0.097560976,0,0.219512195,0,0,0,0,0.470449448,-0.164252879,0,0.137817232,0.692307692,0.597746432
ENSG00000103599,IQCH,0.018867925,0,0.235849057,0.037735849,0.009433962,0,0.009433962,0.074422674,-0.164252879,0,1.110714797,0.925925926,-0.461490867
ENSG00000103642,LACTB,0,0.375,0.125,0,0,0,0,0.474670962,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000103647,CORO2B,0.166666667,0,0.666666667,0,0.166666667,0,0,-0.60744746,-0.164252879,0,0.137817232,0.8,-0.461490867
ENSG00000103653,CSK,0.095238095,0,0.134920635,0,0.063492063,0,0,0.741181515,-0.164252879,0,0.137817232,0.586206897,2.186602379
ENSG00000103657,HERC1,0.108108108,0.027027027,0.288288288,0,0,0,0,-0.618847603,-0.164252879,0,3.640248468,0.727272727,0.068127782
ENSG00000103671,TRIP4,0,0,0.21875,0,0,0,0,0.283890209,-0.164252879,0,0.137817232,1,0.068127782
ENSG00000103707,MTFMT,0.142857143,0,0.285714286,0,0,0,0,0.091302228,-0.164252879,0,-0.445921308,0.666666667,-0.461490867
ENSG00000103710,RASL12,0.285714286,0,0.428571429,0,0,0,0,-2.356099938,-0.164252879,0,-0.640500821,0.6,-0.461490867
ENSG00000103723,AP3B2,0.153846154,0.027972028,0.237762238,0,0.034965035,0,0,0.074969346,-0.164252879,0,1.110714797,0.607142857,-0.461490867
ENSG00000103740,ACSBG1,0,0,0.261904762,0,0.071428571,0,0,0.183933261,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000103742,IGDCC4,0.032258065,0,0.193548387,0,0,0,0,-0.608927605,-0.164252879,0,0.137817232,0.857142857,-0.461490867
ENSG00000103769,RAB11A,0,0,0.625,0,0,0,0,0.12298694,-0.164252879,0,-0.640500821,1,2.186602379
ENSG00000103811,CTSH,0.125,0,0.03125,0,0,0,0,0.582344681,-0.164252879,0,-0.445921308,0.2,-0.461490867
ENSG00000103852,TTC23,0.170731707,0,0.43902439,0,0,0,0,-0.406135476,-0.164252879,0,-0.251341795,0.72,-0.461490867
ENSG00000103876,FAH,0.230769231,0,0.153846154,0,0,0,0,0.376795687,-0.164252879,0,-0.445921308,0.4,-0.461490867
ENSG00000103888,CEMIP,0.190909091,0,0.309090909,0.036363636,0,0,0,0.705036175,-0.164252879,0,0.916135284,0.618181818,-0.461490867
ENSG00000103932,RPAP1,0.077669903,0,0.330097087,0,0,0,0,0.266022191,-0.164252879,0,0.916135284,0.80952381,-0.461490867
ENSG00000103942,HOMER2,0.666666667,0,0,0,0,0,0,0.338407269,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000103966,EHD4,0.2,0.066666667,0.2,0,0,0,0,0.138826251,-0.164252879,0,-0.056762281,0.5,0.068127782
ENSG00000103978,TMEM87A,0.053191489,0,0.138297872,0.021276596,0,0,0,0.272516595,-0.164252879,0,0.332396745,0.722222222,-0.461490867
ENSG00000103994,ZNF106,0.070422535,0.070422535,0.450704225,0,0,0.070422535,0,-0.821541289,-0.164252879,0,0.916135284,0.864864865,-0.461490867
ENSG00000103995,CEP152,0.085106383,0.085106383,0.574468085,0,0,0,0,0.470235845,-0.164252879,0,0.916135284,0.870967742,3.775458327
ENSG00000104043,ATP8B4,0.134228188,0.087248322,0.100671141,0,0,0,0,-0.318687006,-0.164252879,0,1.110714797,0.428571429,0.597746432
ENSG00000104044,OCA2,0.35,0,0.5,0,0,0,0,-0.151958442,-0.164252879,0,1.110714797,0.588235294,-0.461490867
ENSG00000104047,DTWD1,0.150943396,0.056603774,0.20754717,0,0,0,0,-0.278073214,-0.164252879,0,-0.056762281,0.578947368,-0.461490867
ENSG00000104055,TGM5,0.25862069,0,0.431034483,0,0,0,0,-0.450912815,-0.164252879,0,0.137817232,0.625,-0.461490867
ENSG00000104064,GABPB1,0,0,0.851851852,0,0,0,0,0.19326922,-0.164252879,0,-0.251341795,1,0.068127782
ENSG00000104067,TJP1,0.169014085,0.23943662,0.281690141,0,0,0.084507042,0,-0.473904535,3.949742219,0,0.526976258,0.625,1.127365081
ENSG00000104081,BMF,0,0.111111111,0.305555556,0,0,0,0,0.61180961,-0.164252879,0,-0.251341795,1,-0.461490867
ENSG00000104093,DMXL2,0.070110701,0.033210332,0.439114391,0.011070111,0,0,0,0.300000668,-0.164252879,0,5.780623113,0.862318841,-0.461490867
ENSG00000104112,SCG3,0,0.066666667,0.266666667,0,0,0,0,0.007963805,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000104129,DNAJC17,0,0,0.488888889,0,0,0,0,0.21053082,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000104131,EIF3J,0,0,0.21875,0,0,0,0,0.048786186,-0.164252879,0,-0.445921308,1,0.597746432
ENSG00000104133,SPG11,0.127388535,0.038216561,0.375796178,0,0,0,0,-0.124852865,-0.164252879,0,1.694453337,0.746835443,-0.461490867
ENSG00000104140,RHOV,0.111111111,0,0.222222222,0,0,0,0,1.460420117,-0.164252879,0,-0.251341795,0.666666667,-0.461490867
ENSG00000104142,VPS18,0,0,0.285714286,0,0,0,0,0.01796896,-0.164252879,0,-0.445921308,1,2.716221029
ENSG00000104147,OIP5,0,0.018518519,0.185185185,0,0,0,0,1.343639696,-0.164252879,0,0.332396745,1,0.068127782
ENSG00000104154,SLC30A4,0.06779661,0,0.050847458,0,0,0,0,-0.220327194,-0.164252879,0,-0.251341795,0.428571429,-0.461490867
ENSG00000104164,BLOC1S6,0,0,0.180722892,0,0.156626506,0,0,-0.16737053,-0.164252879,0,-0.251341795,1,1.127365081
ENSG00000104177,MYEF2,0.048543689,0,0.184466019,0.038834951,0.067961165,0,0,-0.21554406,-0.164252879,0,0.332396745,0.791666667,-0.461490867
ENSG00000104205,SGK3,0.169230769,0,0.369230769,0.123076923,0,0,0,0.155941142,-0.164252879,0,-0.056762281,0.685714286,0.068127782
ENSG00000104213,PDGFRL,0.666666667,0,0,0.333333333,0,0,0,-0.438049751,-0.164252879,0,-0.640500821,0,-0.461490867
ENSG00000104218,CSPP1,0.05982906,0,0.179487179,0,0.025641026,0,0,0.363698174,-0.164252879,0,1.110714797,0.75,1.127365081
ENSG00000104219,ZDHHC2,0,0,1,0,0,0,0,-0.698019907,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000104221,BRF2,0,0.222222222,0.055555556,0,0,0.055555556,0,0.215930857,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000104228,TRIM35,0.230769231,0,0.153846154,0,0,0,0,0.000170611,-0.164252879,0,-0.640500821,0.4,-0.461490867
ENSG00000104231,ZFAND1,0.151785714,0,0.107142857,0,0,0,0,0.000669906,-0.164252879,0,-0.251341795,0.413793103,-0.461490867
ENSG00000104237,RP1,0.055555556,0.166666667,0.777777778,0,0,0,0,0.007852154,-0.164252879,0,2.083612363,0.933333333,-0.461490867
ENSG00000104267,CA2,0.1875,0,0.125,0,0.125,0,0,1.022937692,-0.164252879,0,-0.445921308,0.4,0.597746432
ENSG00000104290,FZD3,0.105263158,0,0.526315789,0.105263158,0,0,0,0.00545919,-0.164252879,0,0.137817232,0.833333333,-0.461490867
ENSG00000104299,INTS9,0.072727273,0,0.490909091,0,0,0,0,0.146013046,-0.164252879,0,-0.056762281,0.870967742,-0.461490867
ENSG00000104312,RIPK2,0,0,0.25,0,0,0,0,0.858126921,-0.164252879,0,-0.445921308,1,1.65698373
ENSG00000104313,EYA1,0.17721519,0.101265823,0.278481013,0,0.126582278,0,0,-0.62559818,-0.164252879,0,0.332396745,0.611111111,-0.461490867
ENSG00000104320,NBN,0.068965517,0.034482759,0.362068966,0,0,0,0,0.396848942,-0.164252879,0,0.721555771,0.84,3.775458327
ENSG00000104321,TRPA1,0.044444444,0,0.144444444,0.011111111,0.022222222,0,0.005555556,-1.144854848,-0.164252879,0,2.278191876,0.764705882,-0.461490867
ENSG00000104324,CPQ,0.142857143,0,0.5,0,0,0,0,-1.387027152,-0.164252879,0,-0.251341795,0.777777778,-0.461490867
ENSG00000104325,DECR1,0.295918367,0,0,0,0,0,0,0.541632575,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000104327,CALB1,0.076923077,0,0.230769231,0,0,0,0,0.461750717,-0.164252879,0,-0.251341795,0.75,0.597746432
ENSG00000104331,IMPAD1,0.2,0,0.2,0,0,0,0,0.035896816,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000104332,SFRP1,0.375,0,0.25,0,0,0.125,0,-2.641340943,-0.164252879,0,-0.640500821,0.4,0.597746432
ENSG00000104341,LAPTM4B,0,0,0.4,0,0,0,0,0.564711012,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000104343,UBE2W,0,0,0,0,0,0,0,-0.108093263,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000104356,POP1,0.08,0,0.64,0,0.08,0,0,0.566106205,-0.164252879,0,0.721555771,0.888888889,0.068127782
ENSG00000104361,NIPAL2,0.2,0,0.2,0,0,0,0,-0.069382655,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000104365,IKBKB,0.046439628,0,0.167182663,0,0.114551084,0.021671827,0,0.155524329,3.949742219,0,0.526976258,0.782608696,2.186602379
ENSG00000104368,PLAT,0.162162162,0,0.324324324,0.054054054,0,0,0,-0.670882827,-0.164252879,0,0.137817232,0.666666667,0.597746432
ENSG00000104369,JPH1,0.363636364,0,0.363636364,0,0,0,0,-0.41604687,-0.164252879,0,-0.251341795,0.5,-0.461490867
ENSG00000104371,DKK4,0.1,0,0.1,0,0,0,0,0.038299976,-0.164252879,0,-0.640500821,0.5,-0.461490867
ENSG00000104375,STK3,0.12,0.1,0.42,0,0,0,0,0.21416914,3.949742219,0,0.332396745,0.777777778,0.068127782
ENSG00000104381,GDAP1,0.1,0,0.15,0,0,0,0,0.054793857,-0.164252879,0,-0.251341795,0.6,-0.461490867
ENSG00000104388,RAB2A,0,0.1875,0,0,0,0,0,0.231678897,-0.164252879,0,-0.640500821,0,0.068127782
ENSG00000104408,EIF3E,0.171052632,0,0.25,0,0,0,0,-0.167265971,-0.164252879,0,0.137817232,0.59375,1.65698373
ENSG00000104412,EMC2,0,0,0,0,0.444444444,0,0,0.229688898,-0.164252879,0,-0.640500821,0,-0.461490867
ENSG00000104413,ESRP1,0.25974026,0,0.454545455,0,0,0,0,1.634444426,-0.164252879,0,0.332396745,0.636363636,-0.461490867
ENSG00000104415,WISP1,0.151515152,0,0.151515152,0,0,0,0,0.669713446,-0.164252879,0,-0.251341795,0.5,-0.461490867
ENSG00000104419,NDRG1,0,0,0.173913043,0,0,0,0,0.408151466,-0.164252879,0,-0.640500821,1,0.068127782
ENSG00000104427,ZC2HC1A,0,0,0.4,0,0,0,0,-0.226778903,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000104432,IL7,0,0,0.222222222,0,0,0,0,-0.163149221,-0.164252879,0,-0.640500821,1,-0.461490867
ENSG00000104435,STMN2,0.333333333,0,0.111111111,0,0,0,0.055555556,0.091623307,-0.164252879,0,-0.640500821,0.25,-0.461490867
ENSG00000104442,ARMC1,0.214285714,0,0.285714286,0,0,0,0,0.239827093,-0.164252879,0,-0.640500821,0.571428571,-0.461490867
ENSG00000104447,TRPS1,0.147540984,0,0.680327869,0,0,0,0,-0.804024802,-0.164252879,0,1.88903285,0.821782178,-0.461490867
ENSG00000104450,SPAG1,0.242424242,0,0.303030303,0.060606061,0.03030303,0,0,0.469302337,-0.164252879,0,0.137817232,0.555555556,0.068127782
ENSG00000104472,CHRAC1,0,0,0.1875,0,0.1875,0,0,0.317464236,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000104490,NCALD,0.416666667,0.4375,0,0,0,0,0,-1.305047793,-0.164252879,0,-0.640500821,0,-0.461490867
ENSG00000104497,SNX16,0.175,0,0.625,0,0,0,0,-0.08332418,-0.164252879,0,-0.251341795,0.78125,0.068127782
ENSG00000104499,GML,0.5,0,0.166666667,0,0,0,0,0.005535108,-0.164252879,0,-0.640500821,0.25,-0.461490867
ENSG00000104517,UBR5,0.184615385,0,0.5,0,0.038461538,0,0,0.15190498,-0.164252879,0,2.667350903,0.730337079,0.068127782
ENSG00000104518,GSDMD,0,0,0.267605634,0,0,0,0,0.64505438,-0.164252879,0,-0.056762281,1,-0.461490867
ENSG00000104522,TSTA3,0,0,0.235294118,0,0,0,0,1.208743885,-0.164252879,0,-0.640500821,1,0.068127782
ENSG00000104524,PYCRL,0,0,0.333333333,0,0,0.208333333,0,1.184257181,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000104529,EEF1D,0.131832797,0,0.099678457,0,0,0.054662379,0,0.006743332,-0.164252879,0,-0.445921308,0.430555556,-0.461490867
ENSG00000104537,ANXA13,0.416666667,0,0.333333333,0,0,0,0,-0.011467057,-0.164252879,0,-0.056762281,0.444444444,-0.461490867
ENSG00000104549,SQLE,0,0.05,0.6,0,0,0,0,1.646648038,-0.164252879,0,0.137817232,1,0.068127782
ENSG00000104611,SH2D4A,0.173913043,0,0.826086957,0,0,0,0,0.524320612,-0.164252879,0,0.137817232,0.826086957,2.186602379
ENSG00000104613,INTS10,0.176470588,0,0.117647059,0,0.117647059,0,0,-0.063647565,-0.164252879,0,-0.640500821,0.4,1.65698373
ENSG00000104626,ERI1,0.5,0,0,0,0,0,0,0.288199165,-0.164252879,0,-0.835080334,0,-0.461490867
ENSG00000104635,SLC39A14,0,0,0.357142857,0,0.071428571,0,0,-0.466508996,-0.164252879,0,-0.445921308,1,-0.461490867
ENSG00000104643,MTMR9,0,0.166666667,0.166666667,0,0,0,0,-0.392062012,-0.164252879,0,-0.445921308,1,0.597746432
ENSG00000104671,DCTN6,0.714285714,0,0.142857143,0,0,0,0,-0.384924222,-0.164252879,0,-0.640500821,0.166666667,0.068127782
ENSG00000104687,GSR,0.391304348,0,0.304347826,0,0,0,0,-0.176529032,-0.164252879,0,-0.445921308,0.4375,-0.461490867
ENSG00000104689,TNFRSF10A,0.086956522,0,0.282608696,0,0,0,0,0.298916296,3.949742219,0,0.137817232,0.764705882,0.068127782
ENSG00000104691,UBXN8,0.25,0,0.25,0,0,0,0,-0.010394824,-0.164252879,0,-0.640500821,0.5,0.068127782
ENSG00000104695,PPP2CB,0,0,0.5,0,0,0,0,-0.599180229,-0.164252879,0,-0.445921308,1,4.305076977
ENSG00000104714,ERICH1,0,0.142857143,0.238095238,0,0,0,0,-0.017892175,-0.164252879,0,-0.251341795,1,-0.461490867
