Unnamed: 0,gene_symbol,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI,gene_ens
0,TSPAN6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.928480862,-0.264425559,0,-0.474263322,0.0,11,ENSG00000000003
1,TNMD,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.291007524,-0.264425559,0,-0.279960976,1.0,1,ENSG00000000005
2,DPM1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.428401669,-0.264425559,0,-0.474263322,1.0,25,ENSG00000000419
3,SCYL3,0.375,0.0,0.0,0.0,0.0,0.0,0.0,-0.070058547,-0.264425559,0,-0.668565668,0.0,0,ENSG00000000457
4,C1orf112,0.0,0.0,0.357142857,0.0,0.0,0.0,0.0,0.687170435,-0.264425559,0,0.108643716,1.0,16,ENSG00000000460
5,FGR,0.333333333,0.0,0.416666667,0.0,0.0,0.0,0.0,0.219602554,-0.264425559,0,-0.474263322,0.555555556,31,ENSG00000000938
6,CFH,0.086206897,0.017241379,0.413793103,0.0,0.017241379,0.0,0.0,-0.434739885,-0.264425559,0,1.857364829,0.827586207,8,ENSG00000000971
7,FUCA2,0.04,0.02,0.02,0.0,0.02,0.0,0.0,0.936355555,-0.264425559,0,-0.279960976,0.333333333,6,ENSG00000001036
8,GCLC,0.057142857,0.0,0.171428571,0.0,0.0,0.0,0.0,0.529391071,-0.264425559,0,-0.474263322,0.75,3,ENSG00000001084
9,NFYA,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.614036564,-0.264425559,0,-0.668565668,0.0,0,ENSG00000001167
10,STPG1,0.0,0.0,0.636363636,0.0,0.0,0.0,0.0,0.427915234,-0.264425559,0,-0.279960976,1.0,0,ENSG00000001460
11,NIPAL3,0.083333333,0.0,0.75,0.0,0.0,0.0,0.0,-0.065826126,-0.264425559,0,-0.08565863,0.9,3,ENSG00000001461
12,ENPP4,0.4,0.0,0.6,0.0,0.0,0.0,0.0,-1.072027539,-0.264425559,0,-0.08565863,0.6,3,ENSG00000001561
13,SEMA3F,0.0,0.0,0.571428571,0.0,0.0,0.0,0.0,-0.060492582,-0.264425559,0,-0.279960976,1.0,5,ENSG00000001617
14,CFTR,0.14,0.04,0.5,0.0,0.0,0.0,0.02,-0.914079756,1.212192959,0,1.663062483,0.78125,230,ENSG00000001626
15,ANKIB1,0.0,0.0,0.642857143,0.0,0.0,0.0,0.0,0.404637817,-0.264425559,0,0.302946062,1.0,5,ENSG00000001629
16,CYP51A1,0.0,0.0,0.25,0.375,0.125,0.0,0.0,-0.008770792,-0.264425559,0,-0.279960976,1.0,28,ENSG00000001630
17,KRIT1,0.0,0.0,0.71875,0.0,0.0,0.0,0.0,0.289516807,-0.264425559,0,-0.279960976,1.0,12,ENSG00000001631
18,RAD52,0.0,0.0,0.179775281,0.0,0.134831461,0.0,0.0,0.240593858,-0.264425559,0,0.302946062,1.0,16,ENSG00000002016
19,BAD,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.47621819,7.118667031,1,-0.279960976,0.5,31,ENSG00000002330
20,LAP3,0.0,0.0,0.125,0.0,0.1875,0.0,0.0,0.5342052,-0.264425559,0,-0.279960976,1.0,6,ENSG00000002549
21,HS3ST1,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.036993485,-0.264425559,0,-0.668565668,0.0,0,ENSG00000002587
22,AOC1,0.244444444,0.0,0.422222222,0.0,0.0,0.0,0.0,-0.061860405,-0.264425559,0,-0.08565863,0.633333333,2,ENSG00000002726
23,WNT16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.064096721,2.688811477,1,-0.474263322,0.0,8,ENSG00000002745
24,HECW1,0.185185185,0.0,0.481481481,0.0,0.0,0.0,0.0,0.108657817,-0.264425559,0,0.497248408,0.722222222,11,ENSG00000002746
25,MAD1L1,0.129032258,0.0,0.548387097,0.0,0.0,0.0,0.032258065,0.696451158,1.212192959,0,-0.08565863,0.80952381,59,ENSG00000002822
26,LASP1,0.0,0.0,0.185185185,0.0,0.0,0.0,0.0,0.898630275,-0.264425559,0,-0.474263322,1.0,44,ENSG00000002834
27,TMEM176A,0.0,0.0,0.291666667,0.0,0.0,0.0,0.0,0.235615935,-0.264425559,0,-0.08565863,1.0,4,ENSG00000002933
28,M6PR,0.277777778,0.0,0.0,0.0,0.0,0.0,0.0,0.517420843,-0.264425559,0,-0.668565668,0.0,0,ENSG00000003056
29,KLHL13,0.388888889,0.0,0.388888889,0.0,0.0,0.0,0.0,0.329744688,-0.264425559,0,-0.279960976,0.5,18,ENSG00000003096
30,CYP26B1,0.0,0.0,0.56,0.0,0.12,0.0,0.0,0.668015272,-0.264425559,0,0.302946062,1.0,10,ENSG00000003137
31,ICA1,0.121621622,0.0,0.283783784,0.013513514,0.013513514,0.0,0.0,-0.812989056,-0.264425559,0,0.108643716,0.7,5,ENSG00000003147
32,DBNDD1,0.0,0.0,0.533333333,0.0,0.0,0.0,0.0,-0.868435699,-0.264425559,0,-0.279960976,1.0,1,ENSG00000003249
33,ALS2,0.085714286,0.0,0.185714286,0.014285714,0.0,0.0,0.0,0.252263941,-0.264425559,0,0.497248408,0.684210526,9,ENSG00000003393
34,CASP10,0.0,0.177777778,0.066666667,0.0,0.0,0.0,0.0,0.205556621,1.212192959,0,-0.279960976,1.0,16,ENSG00000003400
35,CFLAR,0.056910569,0.0,0.056910569,0.0,0.0,0.0,0.0,-0.124806304,1.212192959,0,-0.279960976,0.5,27,ENSG00000003402
36,TFPI,0.0,0.0,0.607142857,0.0,0.0,0.0,0.0,-0.17504618,-0.264425559,0,-0.08565863,1.0,4,ENSG00000003436
37,NDUFAF7,0.148148148,0.0,0.111111111,0.0,0.0,0.0,0.0,0.141547278,-0.264425559,0,-0.474263322,0.428571429,8,ENSG00000003509
38,RBM5,0.0,0.008474576,0.093220339,0.008474576,0.0,0.0,0.0,0.087467904,-0.264425559,0,0.691550754,1.0,53,ENSG00000003756
39,MTMR7,0.0,0.0,0.142857143,0.0,0.0,0.0,0.0,0.042155098,-0.264425559,0,0.108643716,1.0,22,ENSG00000003987
40,SLC7A2,0.533333333,0.0,0.333333333,0.0,0.0,0.0,0.0,-0.827043761,-0.264425559,0,-0.474263322,0.384615385,10,ENSG00000003989
41,SARM1,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,-0.090055868,-0.264425559,0,-0.279960976,1.0,11,ENSG00000004139
42,POLDIP2,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.085859321,-0.264425559,0,-0.474263322,1.0,31,ENSG00000004142
43,PLXND1,0.045977011,0.0,0.114942529,0.0,0.0,0.0,0.0,0.995480869,-0.264425559,0,0.497248408,0.714285714,8,ENSG00000004399
44,AK2,0.166666667,0.0,0.333333333,0.0,0.0,0.0,0.0,0.467202294,-0.264425559,0,-0.474263322,0.666666667,23,ENSG00000004455
45,CD38,0.142857143,0.0,0.428571429,0.0,0.0,0.0,0.0,0.643502727,1.212192959,0,-0.08565863,0.75,2,ENSG00000004468
46,FKBP4,0.0,0.0,0.121212121,0.0,0.0,0.0,0.0,0.46382729,1.212192959,0,-0.08565863,1.0,35,ENSG00000004478
47,KDM1A,0.117647059,0.0,0.117647059,0.0,0.176470588,0.0,0.0,0.780758813,-0.264425559,0,-0.279960976,0.5,128,ENSG00000004487
48,RBM6,0.084337349,0.0,0.228915663,0.084337349,0.0,0.0,0.0,0.053754368,-0.264425559,0,0.497248408,0.730769231,22,ENSG00000004534
49,CAMKK1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.279573253,-0.264425559,0,-0.668565668,0.0,0,ENSG00000004660
50,RECQL,0.066666667,0.066666667,0.2,0.066666667,0.0,0.0,0.0,0.804631551,-0.264425559,0,0.302946062,0.75,22,ENSG00000004700
51,ARHGAP33,0.046875,0.0,0.203125,0.0,0.0,0.0,0.0,0.454070231,-0.264425559,0,0.108643716,0.8125,33,ENSG00000004777
52,PDK4,0.0,0.026315789,0.105263158,0.0,0.0,0.0,0.0,-2.347547165,-0.264425559,0,0.302946062,1.0,1,ENSG00000004799
53,SLC22A16,0.0,0.0,0.446428571,0.0,0.0,0.089285714,0.053571429,-0.105566586,-0.264425559,0,0.691550754,1.0,11,ENSG00000004809
54,ZMYND10,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,-0.358114691,-0.264425559,0,-0.474263322,1.0,17,ENSG00000004838
55,ABCB5,0.174603175,0.047619048,0.253968254,0.0,0.015873016,0.0,0.0,0.001473534,-0.264425559,0,1.274457791,0.592592593,3,ENSG00000004846
56,ARX,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.191677788,-0.264425559,0,-0.474263322,0.5,18,ENSG00000004848
57,SLC25A13,0.0,0.0,0.533333333,0.0,0.0,0.0,0.0,0.477353882,-0.264425559,0,-0.08565863,1.0,37,ENSG00000004864
58,CDC27,0.0,0.0,0.298245614,0.0,0.0,0.0,0.0,0.555486903,1.212192959,0,0.108643716,1.0,40,ENSG00000004897
59,SLC4A1,0.060606061,0.0,0.121212121,0.060606061,0.03030303,0.0,0.0,-0.013270649,-0.264425559,0,-0.08565863,0.666666667,15,ENSG00000004939
60,CALCR,0.112903226,0.177419355,0.209677419,0.0,0.112903226,0.0,0.0,-0.000141369,-0.264425559,0,0.302946062,0.65,34,ENSG00000004948
61,HCCS,0.0,0.0,0.857142857,0.0,0.0,0.0,0.0,0.191278689,-0.264425559,0,-0.279960976,1.0,14,ENSG00000004961
62,DVL2,0.087719298,0.0,0.0,0.0,0.0,0.0,0.0,0.518779523,4.165429995,1,-0.668565668,0.0,0,ENSG00000004975
63,PRSS22,0.027777778,0.0,0.111111111,0.0,0.0,0.0,0.0,-0.453620399,-0.264425559,0,-0.279960976,0.8,4,ENSG00000005001
64,UPF1,0.023529412,0.023529412,0.164705882,0.0,0.0,0.0,0.0,0.457386457,-0.264425559,0,0.691550754,0.875,85,ENSG00000005007
65,SKAP2,0.166666667,0.0,0.083333333,0.0,0.0,0.0,0.0,0.632910407,-0.264425559,0,-0.474263322,0.333333333,14,ENSG00000005020
66,SLC25A5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.380682983,1.212192959,0,-0.668565668,0.0,0,ENSG00000005022
67,HOXA11,0.0,0.0,0.129032258,0.0,0.0,0.0,0.0,0.510061897,-0.264425559,0,-0.279960976,1.0,2,ENSG00000005073
68,DHX33,0.0,0.111111111,0.407407407,0.0,0.0,0.0,0.0,0.495721743,-0.264425559,0,0.302946062,1.0,12,ENSG00000005100
69,MEOX1,0.75,0.0,0.25,0.0,0.0,0.0,0.0,-0.254026243,-0.264425559,0,-0.474263322,0.25,21,ENSG00000005102
70,THSD7A,0.126760563,0.014084507,0.338028169,0.0,0.0,0.0,0.0,-0.021962961,-0.264425559,0,4.188992981,0.727272727,4,ENSG00000005108
71,LIG3,0.0,0.04,0.146666667,0.013333333,0.0,0.0,0.0,0.212718356,-0.264425559,0,0.302946062,1.0,41,ENSG00000005156
72,ACSM3,0.285714286,0.089285714,0.035714286,0.0,0.0,0.0,0.0,-0.356197592,-0.264425559,0,-0.279960976,0.111111111,4,ENSG00000005187
73,FAM214B,0.0,0.12,0.38,0.0,0.0,0.0,0.0,0.254623595,-0.264425559,0,0.108643716,1.0,21,ENSG00000005238
74,PRKAR2B,0.0,0.0,0.272727273,0.0,0.0,0.0,0.0,-0.473551308,-0.264425559,0,-0.08565863,1.0,83,ENSG00000005249
75,MSL3,0.076923077,0.076923077,0.115384615,0.0,0.0,0.0,0.0,0.199649325,-0.264425559,0,-0.279960976,0.6,7,ENSG00000005302
76,CREBBP,0.064516129,0.02764977,0.262672811,0.036866359,0.004608295,0.013824885,0.0,0.256535745,11.54852258,1,4.577597672,0.802816901,142,ENSG00000005339
77,MPO,0.078431373,0.0,0.098039216,0.0,0.0,0.0,0.0,-0.54157249,-0.264425559,0,0.108643716,0.555555556,13,ENSG00000005381
78,PON1,0.117647059,0.117647059,0.294117647,0.0,0.0,0.0,0.0,0.005453138,-0.264425559,0,0.302946062,0.714285714,3,ENSG00000005421
79,GCFC2,0.051282051,0.0,0.282051282,0.0,0.0,0.0,0.0,0.062770152,-0.264425559,0,0.108643716,0.846153846,15,ENSG00000005436
80,WDR54,0.0625,0.0,0.0375,0.0,0.0,0.0,0.0125,1.453048083,-0.264425559,0,-0.474263322,0.375,11,ENSG00000005448
81,CROT,0.15,0.1,0.3,0.0,0.0,0.0,0.0,-0.394539553,-0.264425559,0,-0.08565863,0.666666667,9,ENSG00000005469
82,ABCB4,0.210526316,0.140350877,0.421052632,0.070175439,0.0,0.0,0.0,-0.109545101,-0.264425559,0,1.080155446,0.666666667,13,ENSG00000005471
83,KMT2E,0.041176471,0.017647059,0.217647059,0.105882353,0.0,0.017647059,0.0,0.011903093,-0.264425559,0,1.663062483,0.840909091,14,ENSG00000005483
84,RHBDD2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.570626844,-0.264425559,0,-0.474263322,1.0,20,ENSG00000005486
85,SOX8,0.033333333,0.0,0.066666667,0.0,0.0,0.0,0.0,-0.086037361,-0.264425559,0,-0.279960976,0.666666667,2,ENSG00000005513
86,IBTK,0.029411765,0.073529412,0.308823529,0.0,0.0,0.0,0.0,-0.322873599,-0.264425559,0,0.497248408,0.913043478,38,ENSG00000005700
87,ZNF195,0.093333333,0.0,0.186666667,0.0,0.0,0.0,0.0,0.092710212,-0.264425559,0,-0.279960976,0.666666667,17,ENSG00000005801
88,MYCBP2,0.028776978,0.0,0.374100719,0.028776978,0.0,0.0,0.0,-0.201228858,-0.264425559,0,3.023178905,0.928571429,0,ENSG00000005810
89,FBXL3,0.263157895,0.0,0.105263158,0.0,0.0,0.0,0.0,-0.114919856,-0.264425559,0,-0.474263322,0.285714286,9,ENSG00000005812
90,ITGAL,0.105633803,0.042253521,0.063380282,0.021126761,0.0,0.0,0.0,0.355400451,-0.264425559,0,0.497248408,0.375,4,ENSG00000005844
91,ITGA3,0.022727273,0.045454545,0.113636364,0.0,0.0,0.0,0.0,1.639172563,4.165429995,1,-0.08565863,0.833333333,22,ENSG00000005884
92,ZFX,0.0,0.0,0.833333333,0.0,0.0,0.0,0.0,0.148139828,-0.264425559,0,-0.474263322,1.0,2,ENSG00000005889
93,LAMP2,0.0,0.571428571,0.142857143,0.0,0.0,0.0,0.0,0.302680447,-0.264425559,0,-0.279960976,1.0,50,ENSG00000005893
94,ITGA2B,0.021276596,0.0,0.106382979,0.0,0.0,0.0,0.0,0.185766243,4.165429995,1,0.108643716,0.833333333,18,ENSG00000005961
95,ASB4,0.222222222,0.0,0.611111111,0.0,0.0,0.0,0.0,-0.271330777,-0.264425559,0,0.497248408,0.733333333,9,ENSG00000005981
96,CRLF1,0.052631579,0.0,0.052631579,0.105263158,0.0,0.0,0.0,0.104879638,-0.264425559,0,-0.279960976,0.5,17,ENSG00000006016
97,OSBPL7,0.117647059,0.0,0.058823529,0.0,0.0,0.0,0.0,0.129638449,-0.264425559,0,-0.474263322,0.333333333,2,ENSG00000006025
98,YBX2,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.155162381,-0.264425559,0,-0.474263322,1.0,52,ENSG00000006047
99,KRT33A,0.2,0.0,0.8,0.0,0.0,0.0,0.0,-0.716838016,1.212192959,0,0.108643716,0.8,3,ENSG00000006059
100,MAP3K14,0.0,0.1,0.16,0.06,0.0,0.0,0.0,-0.410326947,2.688811477,0,0.497248408,1.0,46,ENSG00000006062
101,ABCC8,0.042780749,0.0,0.256684492,0.0,0.0,0.0,0.0,-0.026008715,-0.264425559,0,2.828876559,0.857142857,12,ENSG00000006071
102,CACNG3,0.333333333,0.0,0.333333333,0.0,0.111111111,0.0,0.0,0.004973486,1.212192959,0,-0.08565863,0.5,9,ENSG00000006116
103,TMEM132A,0.047393365,0.0,0.104265403,0.0,0.0,0.0,0.0,1.711242894,-0.264425559,0,1.274457791,0.6875,33,ENSG00000006118
104,AP2B1,0.135416667,0.0,0.458333333,0.0,0.0,0.0,0.0,0.629881335,-0.264425559,0,0.302946062,0.771929825,92,ENSG00000006125
105,ZNF263,0.0,0.0,0.222222222,0.0,0.0,0.0,0.0,0.283600574,-0.264425559,0,-0.474263322,1.0,56,ENSG00000006194
106,CX3CL1,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,-0.406305498,1.212192959,0,-0.08565863,1.0,38,ENSG00000006210
107,CACNA1G,0.18899859,0.0,0.736248237,0.0,0.0,0.0,0.0,0.031066224,2.688811477,0,2.440271867,0.795731707,3,ENSG00000006283
108,TNFRSF12A,0.103448276,0.0,0.034482759,0.0,0.0,0.0,0.0,1.720059359,1.212192959,0,-0.474263322,0.25,1,ENSG00000006327
109,DLX6,0.0,0.0,0.181818182,0.0,0.0,0.0,0.0,0.633464661,-0.264425559,0,-0.474263322,1.0,4,ENSG00000006377
110,MAP3K9,0.125,0.0,0.645833333,0.0,0.0,0.0,0.0,-0.273601244,-0.264425559,0,0.691550754,0.837837838,8,ENSG00000006432
111,BAIAP2L1,0.047619048,0.0,0.19047619,0.0,0.0,0.0,0.0,0.774095948,-0.264425559,0,-0.08565863,0.8,17,ENSG00000006453
112,KDM7A,0.111111111,0.0,0.5,0.055555556,0.0,0.0,0.0,0.06096621,-0.264425559,0,0.691550754,0.818181818,2,ENSG00000006459
113,ETV1,0.202247191,0.0,0.370786517,0.0,0.146067416,0.0,0.0,-0.277826367,-0.264425559,0,0.108643716,0.647058824,10,ENSG00000006468
114,AGK,0.380952381,0.0,0.285714286,0.0,0.0,0.0,0.0,0.338418837,-0.264425559,0,-0.279960976,0.428571429,28,ENSG00000006530
115,ALDH3B1,0.0,0.238095238,0.238095238,0.0,0.0,0.0,0.0,-0.610455714,-0.264425559,0,-0.279960976,1.0,29,ENSG00000006534
116,TTC22,0.0,0.0,0.6,0.0,0.0,0.0,0.0,-0.72837553,-0.264425559,0,-0.279960976,1.0,1,ENSG00000006555
117,PHTF2,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.302694729,-0.264425559,0,-0.279960976,1.0,3,ENSG00000006576
118,FARP2,0.311111111,0.0,0.066666667,0.088888889,0.0,0.0,0.0,0.209595746,1.212192959,0,-0.279960976,0.176470588,25,ENSG00000006607
119,USH1C,0.0,0.0,0.382352941,0.029411765,0.0,0.0,0.0,0.007877098,-0.264425559,0,0.302946062,1.0,12,ENSG00000006611
120,DBF4,0.0,0.0,0.466666667,0.0,0.0,0.0,0.0,0.792889382,1.212192959,0,-0.279960976,1.0,18,ENSG00000006634
121,TBXA2R,0.416666667,0.0,0.25,0.0,0.0,0.0,0.0,0.322170816,1.212192959,0,-0.474263322,0.375,49,ENSG00000006638
122,LGALS14,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.012910033,-0.264425559,0,-0.668565668,0.0,0,ENSG00000006659
123,COX10,0.03030303,0.0,0.212121212,0.0,0.0,0.0,0.0,-0.06544061,-0.264425559,0,-0.279960976,0.875,2,ENSG00000006695
124,GTF2IRD1,0.375,0.041666667,0.416666667,0.0,0.0,0.0,0.0,0.02113483,-0.264425559,0,-0.08565863,0.526315789,29,ENSG00000006704
125,PAF1,0.016,0.024,0.072,0.008,0.0,0.0,0.0,0.15355073,-0.264425559,0,0.108643716,0.818181818,36,ENSG00000006712
126,VPS41,0.166666667,0.0,0.361111111,0.0,0.0,0.0,0.0,0.264492039,-0.264425559,0,0.302946062,0.684210526,16,ENSG00000006715
127,ARHGAP44,0.0,0.0,0.285714286,0.0,0.0,0.0,0.0,-0.151929956,-0.264425559,0,-0.279960976,1.0,41,ENSG00000006740
128,ELAC2,0.165289256,0.0,0.140495868,0.0,0.082644628,0.0,0.0,0.224407615,-0.264425559,0,0.302946062,0.459459459,21,ENSG00000006744
129,SCIN,0.0,0.0,0.413793103,0.103448276,0.034482759,0.0,0.0,-1.225466264,-0.264425559,0,0.302946062,1.0,11,ENSG00000006747
130,ARSD,0.064516129,0.0,0.161290323,0.0,0.0,0.0,0.0,-0.32799321,-0.264425559,0,0.108643716,0.714285714,0,ENSG00000006756
131,PNPLA4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.289822516,-0.264425559,0,-0.474263322,0.0,3,ENSG00000006757
132,MYH13,0.214285714,0.0,0.523809524,0.0,0.023809524,0.0,0.0,-0.076668232,-0.264425559,0,3.606085943,0.709677419,16,ENSG00000006788
133,ADIPOR2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.211985074,-0.264425559,0,-0.08565863,1.0,5,ENSG00000006831
134,CDKL3,0.133333333,0.033333333,0.1,0.0,0.0,0.0,0.0,0.053420661,-0.264425559,0,-0.279960976,0.428571429,12,ENSG00000006837
135,PRSS21,0.272727273,0.0,0.090909091,0.0,0.0,0.0,0.0,0.597052011,-0.264425559,0,-0.474263322,0.25,5,ENSG00000007038
136,MARK4,0.233333333,0.0,0.15,0.033333333,0.016666667,0.0,0.0,0.419390659,-0.264425559,0,0.497248408,0.391304348,25,ENSG00000007047
137,PROM1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-1.163922996,-0.264425559,0,-0.279960976,1.0,7,ENSG00000007062
138,CCDC124,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.334055708,-0.264425559,0,-0.668565668,0.0,0,ENSG00000007080
139,PAFAH1B1,0.0,0.0,0.148148148,0.0,0.0,0.0,0.0,0.141352539,-0.264425559,0,-0.279960976,1.0,72,ENSG00000007168
140,NOS2,0.208333333,0.083333333,0.583333333,0.0,0.0,0.0,0.0,-0.143700441,2.688811477,1,0.8858531,0.736842105,35,ENSG00000007171
141,DNAH9,0.126984127,0.055555556,0.476190476,0.015873016,0.031746032,0.0,0.007936508,-0.217135512,-0.264425559,0,5.16050471,0.789473684,6,ENSG00000007174
142,KIAA0100,0.070754717,0.028301887,0.141509434,0.0,0.0,0.0,0.0,0.038193323,-0.264425559,0,1.663062483,0.666666667,7,ENSG00000007202
143,SLC13A2,0.0625,0.0,0.21875,0.0,0.0,0.0,0.0,-0.955295495,-0.264425559,0,-0.08565863,0.777777778,7,ENSG00000007216
144,GAS7,0.0,0.0,0.428571429,0.0,0.0,0.0,0.0,-1.168545747,-0.264425559,0,0.108643716,1.0,15,ENSG00000007237
145,TRAPPC6A,0.0,0.0,0.272727273,0.0,0.0,0.0,0.0,-0.195020648,-0.264425559,0,-0.08565863,1.0,11,ENSG00000007255
146,MATK,0.0,0.0,0.571428571,0.0,0.0,0.0,0.035714286,0.185605565,-0.264425559,0,-0.279960976,1.0,16,ENSG00000007264
147,CEACAM7,0.2,0.0,0.266666667,0.0,0.0,0.0,0.0,-2.278673562,-0.264425559,0,-0.08565863,0.571428571,1,ENSG00000007306
148,SCN4A,0.275862069,0.0,0.482758621,0.0,0.0,0.0,0.0,-0.901428299,-0.264425559,0,0.691550754,0.636363636,20,ENSG00000007314
149,TKTL1,0.210526316,0.0,0.263157895,0.052631579,0.0,0.0,0.0,0.083273293,-0.264425559,0,0.302946062,0.555555556,1,ENSG00000007350
150,PAX6,0.096153846,0.0,0.298076923,0.0,0.038461538,0.0,0.0,0.190732997,-0.264425559,0,-0.08565863,0.756097561,38,ENSG00000007372
151,RPUSD1,0.127272727,0.0,0.018181818,0.090909091,0.0,0.0,0.0,0.695452293,-0.264425559,0,-0.279960976,0.125,2,ENSG00000007376
152,RHBDF1,0.0,0.0,0.064516129,0.0,0.0,0.0,0.0,0.137699801,-0.264425559,0,-0.279960976,1.0,0,ENSG00000007384
153,LUC7L,0.1,0.0,0.183333333,0.0,0.0,0.0,0.0,0.407692844,-0.264425559,0,-0.279960976,0.647058824,54,ENSG00000007392
154,CACNA2D2,0.333333333,0.0,0.111111111,0.0,0.111111111,0.0,0.0,-0.154006836,1.212192959,0,-0.279960976,0.25,15,ENSG00000007402
155,BAIAP3,0.0,0.0,0.464285714,0.0,0.017857143,0.0,0.0,-0.036892716,-0.264425559,0,0.691550754,1.0,3,ENSG00000007516
156,TSR3,0.0,0.010526316,0.021052632,0.0,0.0,0.0,0.0,0.469185863,-0.264425559,0,-0.08565863,1.0,12,ENSG00000007520
157,PIGQ,0.08974359,0.0,0.205128205,0.0,0.0,0.0,0.0,0.379528971,-0.264425559,0,-0.08565863,0.695652174,10,ENSG00000007541
158,TEAD3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.108813787,-0.264425559,0,-0.668565668,0.0,0,ENSG00000007866
159,SELE,0.147058824,0.044117647,0.279411765,0.073529412,0.073529412,0.0,0.0,-0.517368766,-0.264425559,0,0.497248408,0.655172414,11,ENSG00000007908
160,DNAJC11,0.215686275,0.0,0.039215686,0.0,0.0,0.0,0.0,0.150755534,-0.264425559,0,-0.474263322,0.153846154,26,ENSG00000007923
161,FMO3,0.05,0.0,0.3,0.0,0.05,0.0,0.0,-0.083551255,-0.264425559,0,0.302946062,0.857142857,0,ENSG00000007933
162,MYLIP,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.256996914,-0.264425559,0,-0.668565668,0.0,0,ENSG00000007944
163,NOX1,0.0,0.0,0.625,0.0,0.0,0.0,0.0,-0.006202123,-0.264425559,0,-0.08565863,1.0,2,ENSG00000007952
164,E2F2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.296929728,1.212192959,1,-0.279960976,1.0,10,ENSG00000007968
165,SYN1,0.0,0.0,0.0,0.285714286,0.0,0.0,0.0,-0.002013685,-0.264425559,0,-0.474263322,0.0,15,ENSG00000008056
166,JARID2,0.121212121,0.0,0.545454545,0.0,0.0,0.0,0.0,0.555996028,-0.264425559,0,1.080155446,0.818181818,9,ENSG00000008083
167,CDKL5,0.239130435,0.0,0.630434783,0.0,0.0,0.0,0.0,-0.044521304,-0.264425559,0,0.8858531,0.725,8,ENSG00000008086
168,CAMK1G,0.3125,0.0,0.125,0.0,0.0,0.0,0.0,0.165735393,1.212192959,0,-0.474263322,0.285714286,5,ENSG00000008118
169,CDK11A,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.301235028,-0.264425559,0,-0.668565668,0.0,0,ENSG00000008128
170,NADK,0.133333333,0.066666667,0.083333333,0.0,0.0,0.0,0.0,0.432254826,-0.264425559,0,-0.279960976,0.384615385,31,ENSG00000008130
171,TFAP2B,0.461538462,0.0,0.384615385,0.0,0.0,0.0,0.0,-0.364140101,-0.264425559,0,0.108643716,0.454545455,8,ENSG00000008196
172,TFAP2D,0.222222222,0.0,0.222222222,0.111111111,0.0,0.0,0.0,0.009298365,-0.264425559,0,-0.08565863,0.5,16,ENSG00000008197
173,DLEC1,0.105263158,0.0,0.289473684,0.0,0.0,0.0,0.0,-0.059131475,-0.264425559,0,0.302946062,0.733333333,2,ENSG00000008226
174,CYTH3,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.501214723,-0.264425559,0,-0.279960976,0.5,7,ENSG00000008256
175,ADAM22,0.0,0.169491525,0.610169492,0.0,0.0,0.0,0.0,0.044721516,-0.264425559,0,0.8858531,1.0,9,ENSG00000008277
176,SYPL1,0.307692308,0.0,0.230769231,0.0,0.0,0.0,0.0,0.015760399,-0.264425559,0,-0.474263322,0.428571429,3,ENSG00000008282
177,CYB561,0.144927536,0.0,0.173913043,0.144927536,0.0,0.0,0.0,-0.017025564,-0.264425559,0,-0.08565863,0.545454545,3,ENSG00000008283
178,SPAG9,0.230769231,0.0,0.323076923,0.0,0.0,0.0,0.0,0.403181793,-0.264425559,0,0.108643716,0.583333333,46,ENSG00000008294
179,CELSR3,0.04,0.0,0.18,0.02,0.0,0.02,0.0,0.633457101,-0.264425559,0,0.8858531,0.818181818,13,ENSG00000008300
